wine.arff
confidenceFactor;minNumObj;numFolds;TP;FP;Precision;Recall;F-measure
0,35;2;50;0,96;0,02;0,96;0,96;0,96
0,35;4;3;0,96;0,02;0,96;0,96;0,96
0,35;4;4;0,96;0,02;0,96;0,96;0,96
0,35;4;5;0,96;0,02;0,96;0,96;0,96
0,35;4;8;0,96;0,02;0,96;0,96;0,96
0,35;4;10;0,96;0,02;0,96;0,96;0,96
0,35;4;20;0,96;0,02;0,96;0,96;0,96
0,35;4;25;0,96;0,02;0,96;0,96;0,96
0,35;4;50;0,96;0,02;0,96;0,96;0,96
0,35;5;3;0,96;0,02;0,96;0,96;0,96
0,35;5;4;0,96;0,02;0,96;0,96;0,96
0,35;5;5;0,96;0,02;0,96;0,96;0,96
0,35;5;8;0,96;0,02;0,96;0,96;0,96
0,35;5;10;0,96;0,02;0,96;0,96;0,96
0,35;5;20;0,96;0,02;0,96;0,96;0,96
0,35;5;25;0,96;0,02;0,96;0,96;0,96
0,35;5;50;0,96;0,02;0,96;0,96;0,96
0,35;6;3;0,96;0,02;0,96;0,96;0,96
0,35;6;4;0,96;0,02;0,96;0,96;0,96
0,35;6;5;0,96;0,02;0,96;0,96;0,96
0,35;6;8;0,96;0,02;0,96;0,96;0,96
0,35;6;10;0,96;0,02;0,96;0,96;0,96
0,35;6;20;0,96;0,02;0,96;0,96;0,96
0,35;6;25;0,96;0,02;0,96;0,96;0,96
0,35;6;50;0,96;0,02;0,96;0,96;0,96
0,35;10;3;0,96;0,02;0,96;0,96;0,96
0,35;10;4;0,96;0,02;0,96;0,96;0,96
0,35;10;5;0,96;0,02;0,96;0,96;0,96
0,35;10;8;0,96;0,02;0,96;0,96;0,96
0,35;10;10;0,96;0,02;0,96;0,96;0,96
0,35;10;20;0,96;0,02;0,96;0,96;0,96
0,35;10;25;0,96;0,02;0,96;0,96;0,96
0,35;10;50;0,96;0,02;0,96;0,96;0,96
0,35;20;3;0,96;0,02;0,96;0,96;0,96
0,35;20;4;0,96;0,02;0,96;0,96;0,96
0,35;20;5;0,96;0,02;0,96;0,96;0,96
0,35;20;8;0,96;0,02;0,96;0,96;0,96
0,35;20;10;0,96;0,02;0,96;0,96;0,96
0,35;20;20;0,96;0,02;0,96;0,96;0,96
0,35;20;25;0,96;0,02;0,96;0,96;0,96
0,35;20;50;0,96;0,02;0,96;0,96;0,96
0,5;2;3;0,96;0,02;0,96;0,96;0,96
0,5;2;4;0,96;0,02;0,96;0,96;0,96
0,5;2;5;0,96;0,02;0,96;0,96;0,96
0,5;2;8;0,96;0,02;0,96;0,96;0,96
0,5;2;10;0,96;0,02;0,96;0,96;0,96
0,5;2;20;0,96;0,02;0,96;0,96;0,96
0,5;2;25;0,96;0,02;0,96;0,96;0,96
0,5;2;50;0,96;0,02;0,96;0,96;0,96
0,5;4;3;0,96;0,02;0,96;0,96;0,96
0,5;4;4;0,96;0,02;0,96;0,96;0,96
0,5;4;5;0,96;0,02;0,96;0,96;0,96
0,5;4;8;0,96;0,02;0,96;0,96;0,96
0,5;4;10;0,96;0,02;0,96;0,96;0,96
0,5;4;20;0,96;0,02;0,96;0,96;0,96
0,5;4;25;0,96;0,02;0,96;0,96;0,96
0,5;4;50;0,96;0,02;0,96;0,96;0,96
0,5;5;3;0,96;0,02;0,96;0,96;0,96
0,5;5;4;0,96;0,02;0,96;0,96;0,96
0,5;5;5;0,96;0,02;0,96;0,96;0,96
0,5;5;8;0,96;0,02;0,96;0,96;0,96
0,5;5;10;0,96;0,02;0,96;0,96;0,96
0,5;5;20;0,96;0,02;0,96;0,96;0,96
0,5;5;25;0,96;0,02;0,96;0,96;0,96
0,5;5;50;0,96;0,02;0,96;0,96;0,96
0,5;6;3;0,96;0,02;0,96;0,96;0,96
0,5;6;4;0,96;0,02;0,96;0,96;0,96
0,5;6;5;0,96;0,02;0,96;0,96;0,96
0,5;6;8;0,96;0,02;0,96;0,96;0,96
0,5;6;10;0,96;0,02;0,96;0,96;0,96
0,5;6;20;0,96;0,02;0,96;0,96;0,96
0,5;6;25;0,96;0,02;0,96;0,96;0,96
0,5;6;50;0,96;0,02;0,96;0,96;0,96
0,5;10;3;0,96;0,02;0,96;0,96;0,96
0,5;10;4;0,96;0,02;0,96;0,96;0,96
0,5;10;5;0,96;0,02;0,96;0,96;0,96
0,5;10;8;0,96;0,02;0,96;0,96;0,96
0,5;10;10;0,96;0,02;0,96;0,96;0,96
0,5;10;20;0,96;0,02;0,96;0,96;0,96
0,5;10;25;0,96;0,02;0,96;0,96;0,96
0,5;10;50;0,96;0,02;0,96;0,96;0,96
0,5;20;3;0,96;0,02;0,96;0,96;0,96
0,5;20;4;0,96;0,02;0,96;0,96;0,96
0,5;20;5;0,96;0,02;0,96;0,96;0,96
0,5;20;8;0,96;0,02;0,96;0,96;0,96
0,5;20;10;0,96;0,02;0,96;0,96;0,96
0,5;20;20;0,96;0,02;0,96;0,96;0,96
0,5;20;25;0,96;0,02;0,96;0,96;0,96
0,5;20;50;0,96;0,02;0,96;0,96;0,96



glass.arff
confidenceFactor;minNumObj;numFolds;TP;FP;Precision;Recall;F-measure
0,01;2;3;0,654;0,143;0,647;0,654;0,647
0,01;2;4;0,654;0,143;0,647;0,654;0,647
0,01;2;5;0,654;0,143;0,647;0,654;0,647
0,01;2;8;0,654;0,143;0,647;0,654;0,647
0,01;2;10;0,654;0,143;0,647;0,654;0,647
0,01;2;20;0,654;0,143;0,647;0,654;0,647
0,01;2;25;0,654;0,143;0,647;0,654;0,647
0,01;2;50;0,654;0,143;0,647;0,654;0,647
0,01;4;3;0,654;0,143;0,647;0,654;0,647
0,01;4;4;0,654;0,143;0,647;0,654;0,647
0,01;4;5;0,654;0,143;0,647;0,654;0,647
0,01;4;8;0,654;0,143;0,647;0,654;0,647
0,01;4;10;0,654;0,143;0,647;0,654;0,647
0,01;4;20;0,654;0,143;0,647;0,654;0,647
0,01;4;25;0,654;0,143;0,647;0,654;0,647
0,01;4;50;0,654;0,143;0,647;0,654;0,647
0,01;5;3;0,654;0,143;0,647;0,654;0,647
0,01;5;4;0,654;0,143;0,647;0,654;0,647
0,01;5;5;0,654;0,143;0,647;0,654;0,647
0,01;5;8;0,654;0,143;0,647;0,654;0,647
0,01;5;10;0,654;0,143;0,647;0,654;0,647
0,01;5;20;0,654;0,143;0,647;0,654;0,647
0,01;5;25;0,654;0,143;0,647;0,654;0,647
0,01;5;50;0,654;0,143;0,647;0,654;0,647
0,01;6;3;0,654;0,143;0,647;0,654;0,647
0,01;6;4;0,654;0,143;0,647;0,654;0,647
0,01;6;5;0,654;0,143;0,647;0,654;0,647
0,01;6;8;0,654;0,143;0,647;0,654;0,647
0,01;6;10;0,654;0,143;0,647;0,654;0,647
0,01;6;20;0,654;0,143;0,647;0,654;0,647
0,01;6;25;0,654;0,143;0,647;0,654;0,647
0,01;6;50;0,654;0,143;0,647;0,654;0,647
0,01;10;3;0,654;0,143;0,647;0,654;0,647
0,01;10;4;0,654;0,143;0,647;0,654;0,647
0,01;10;5;0,654;0,143;0,647;0,654;0,647
0,01;10;8;0,654;0,143;0,647;0,654;0,647
0,01;10;10;0,654;0,143;0,647;0,654;0,647
0,01;10;20;0,654;0,143;0,647;0,654;0,647
0,01;10;25;0,654;0,143;0,647;0,654;0,647
0,01;10;50;0,654;0,143;0,647;0,654;0,647
0,01;20;3;0,654;0,143;0,647;0,654;0,647
0,01;20;4;0,654;0,143;0,647;0,654;0,647
0,01;20;5;0,654;0,143;0,647;0,654;0,647
0,01;20;8;0,654;0,143;0,647;0,654;0,647
0,01;20;10;0,654;0,143;0,647;0,654;0,647
0,01;20;20;0,654;0,143;0,647;0,654;0,647
0,01;20;25;0,654;0,143;0,647;0,654;0,647
0,01;20;50;0,654;0,143;0,647;0,654;0,647
0,1;2;3;0,654;0,142;0,648;0,654;0,648
0,1;2;4;0,654;0,142;0,648;0,654;0,648
0,1;2;5;0,654;0,142;0,648;0,654;0,648
0,1;2;8;0,654;0,142;0,648;0,654;0,648
0,1;2;10;0,654;0,142;0,648;0,654;0,648
0,1;2;20;0,654;0,142;0,648;0,654;0,648
0,1;2;25;0,654;0,142;0,648;0,654;0,648
0,1;2;50;0,654;0,142;0,648;0,654;0,648
0,1;4;3;0,654;0,142;0,648;0,654;0,648
0,1;4;4;0,654;0,142;0,648;0,654;0,648
0,1;4;5;0,654;0,142;0,648;0,654;0,648
0,1;4;8;0,654;0,142;0,648;0,654;0,648
0,1;4;10;0,654;0,142;0,648;0,654;0,648
0,1;4;20;0,654;0,142;0,648;0,654;0,648
0,1;4;25;0,654;0,142;0,648;0,654;0,648
0,1;4;50;0,654;0,142;0,648;0,654;0,648
0,1;5;3;0,654;0,142;0,648;0,654;0,648
0,1;5;4;0,654;0,142;0,648;0,654;0,648
0,1;5;5;0,654;0,142;0,648;0,654;0,648
0,1;5;8;0,654;0,142;0,648;0,654;0,648
0,1;5;10;0,654;0,142;0,648;0,654;0,648
0,1;5;20;0,654;0,142;0,648;0,654;0,648
0,1;5;25;0,654;0,142;0,648;0,654;0,648
0,1;5;50;0,654;0,142;0,648;0,654;0,648
0,1;6;3;0,654;0,142;0,648;0,654;0,648
0,1;6;4;0,654;0,142;0,648;0,654;0,648
0,1;6;5;0,654;0,142;0,648;0,654;0,648
0,1;6;8;0,654;0,142;0,648;0,654;0,648
0,1;6;10;0,654;0,142;0,648;0,654;0,648
0,1;6;20;0,654;0,142;0,648;0,654;0,648
0,1;6;25;0,654;0,142;0,648;0,654;0,648
0,1;6;50;0,654;0,142;0,648;0,654;0,648
0,1;10;3;0,654;0,142;0,648;0,654;0,648
0,1;10;4;0,654;0,142;0,648;0,654;0,648
0,1;10;5;0,654;0,142;0,648;0,654;0,648
0,1;10;8;0,654;0,142;0,648;0,654;0,648
0,1;10;10;0,654;0,142;0,648;0,654;0,648
0,1;10;20;0,654;0,142;0,648;0,654;0,648
0,1;10;25;0,654;0,142;0,648;0,654;0,648
0,1;10;50;0,654;0,142;0,648;0,654;0,648
0,1;20;3;0,654;0,142;0,648;0,654;0,648
0,1;20;4;0,654;0,142;0,648;0,654;0,648
0,1;20;5;0,654;0,142;0,648;0,654;0,648
0,1;20;8;0,654;0,142;0,648;0,654;0,648
0,1;20;10;0,654;0,142;0,648;0,654;0,648
0,1;20;20;0,654;0,142;0,648;0,654;0,648
0,1;20;25;0,654;0,142;0,648;0,654;0,648
0,1;20;50;0,654;0,142;0,648;0,654;0,648
0,2;2;3;0,664;0,134;0,663;0,664;0,661
0,2;2;4;0,664;0,134;0,663;0,664;0,661
0,2;2;5;0,664;0,134;0,663;0,664;0,661
0,2;2;8;0,664;0,134;0,663;0,664;0,661
0,2;2;10;0,664;0,134;0,663;0,664;0,661
0,2;2;20;0,664;0,134;0,663;0,664;0,661
0,2;2;25;0,664;0,134;0,663;0,664;0,661
0,2;2;50;0,664;0,134;0,663;0,664;0,661
0,2;4;3;0,664;0,134;0,663;0,664;0,661
0,2;4;4;0,664;0,134;0,663;0,664;0,661
0,2;4;5;0,664;0,134;0,663;0,664;0,661
0,2;4;8;0,664;0,134;0,663;0,664;0,661
0,2;4;10;0,664;0,134;0,663;0,664;0,661
0,2;4;20;0,664;0,134;0,663;0,664;0,661
0,2;4;25;0,664;0,134;0,663;0,664;0,661
0,2;4;50;0,664;0,134;0,663;0,664;0,661
0,2;5;3;0,664;0,134;0,663;0,664;0,661
0,2;5;4;0,664;0,134;0,663;0,664;0,661
0,2;5;5;0,664;0,134;0,663;0,664;0,661
0,2;5;8;0,664;0,134;0,663;0,664;0,661
0,2;5;10;0,664;0,134;0,663;0,664;0,661
0,2;5;20;0,664;0,134;0,663;0,664;0,661
0,2;5;25;0,664;0,134;0,663;0,664;0,661
0,2;5;50;0,664;0,134;0,663;0,664;0,661
0,2;6;3;0,664;0,134;0,663;0,664;0,661
0,2;6;4;0,664;0,134;0,663;0,664;0,661
0,2;6;5;0,664;0,134;0,663;0,664;0,661
0,2;6;8;0,664;0,134;0,663;0,664;0,661
0,2;6;10;0,664;0,134;0,663;0,664;0,661
0,2;6;20;0,664;0,134;0,663;0,664;0,661
0,2;6;25;0,664;0,134;0,663;0,664;0,661
0,2;6;50;0,664;0,134;0,663;0,664;0,661
0,2;10;3;0,664;0,134;0,663;0,664;0,661
0,2;10;4;0,664;0,134;0,663;0,664;0,661
0,2;10;5;0,664;0,134;0,663;0,664;0,661
0,2;10;8;0,664;0,134;0,663;0,664;0,661
0,2;10;10;0,664;0,134;0,663;0,664;0,661
0,2;10;20;0,664;0,134;0,663;0,664;0,661
0,2;10;25;0,664;0,134;0,663;0,664;0,661
0,2;10;50;0,664;0,134;0,663;0,664;0,661
0,2;20;3;0,664;0,134;0,663;0,664;0,661
0,2;20;4;0,664;0,134;0,663;0,664;0,661
0,2;20;5;0,664;0,134;0,663;0,664;0,661
0,2;20;8;0,664;0,134;0,663;0,664;0,661
0,2;20;10;0,664;0,134;0,663;0,664;0,661
0,2;20;20;0,664;0,134;0,663;0,664;0,661
0,2;20;25;0,664;0,134;0,663;0,664;0,661
0,2;20;50;0,664;0,134;0,663;0,664;0,661
0,25;2;3;0,668;0,13;0,67;0,668;0,668
0,25;2;4;0,668;0,13;0,67;0,668;0,668
0,25;2;5;0,668;0,13;0,67;0,668;0,668
0,25;2;8;0,668;0,13;0,67;0,668;0,668
0,25;2;10;0,668;0,13;0,67;0,668;0,668
0,25;2;20;0,668;0,13;0,67;0,668;0,668
0,25;2;25;0,668;0,13;0,67;0,668;0,668
0,25;2;50;0,668;0,13;0,67;0,668;0,668
0,25;4;3;0,668;0,13;0,67;0,668;0,668
0,25;4;4;0,668;0,13;0,67;0,668;0,668
0,25;4;5;0,668;0,13;0,67;0,668;0,668
0,25;4;8;0,668;0,13;0,67;0,668;0,668
0,25;4;10;0,668;0,13;0,67;0,668;0,668
0,25;4;20;0,668;0,13;0,67;0,668;0,668
0,25;4;25;0,668;0,13;0,67;0,668;0,668
0,25;4;50;0,668;0,13;0,67;0,668;0,668
0,25;5;3;0,668;0,13;0,67;0,668;0,668
0,25;5;4;0,668;0,13;0,67;0,668;0,668
0,25;5;5;0,668;0,13;0,67;0,668;0,668
0,25;5;8;0,668;0,13;0,67;0,668;0,668
0,25;5;10;0,668;0,13;0,67;0,668;0,668
0,25;5;20;0,668;0,13;0,67;0,668;0,668
0,25;5;25;0,668;0,13;0,67;0,668;0,668
0,25;5;50;0,668;0,13;0,67;0,668;0,668
0,25;6;3;0,668;0,13;0,67;0,668;0,668
0,25;6;4;0,668;0,13;0,67;0,668;0,668
0,25;6;5;0,668;0,13;0,67;0,668;0,668
0,25;6;8;0,668;0,13;0,67;0,668;0,668
0,25;6;10;0,668;0,13;0,67;0,668;0,668
0,25;6;20;0,668;0,13;0,67;0,668;0,668
0,25;6;25;0,668;0,13;0,67;0,668;0,668
0,25;6;50;0,668;0,13;0,67;0,668;0,668
0,25;10;3;0,668;0,13;0,67;0,668;0,668
0,25;10;4;0,668;0,13;0,67;0,668;0,668
0,25;10;5;0,668;0,13;0,67;0,668;0,668
0,25;10;8;0,668;0,13;0,67;0,668;0,668
0,25;10;10;0,668;0,13;0,67;0,668;0,668
0,25;10;20;0,668;0,13;0,67;0,668;0,668
0,25;10;25;0,668;0,13;0,67;0,668;0,668
0,25;10;50;0,668;0,13;0,67;0,668;0,668
0,25;20;3;0,668;0,13;0,67;0,668;0,668
0,25;20;4;0,668;0,13;0,67;0,668;0,668
0,25;20;5;0,668;0,13;0,67;0,668;0,668
0,25;20;8;0,668;0,13;0,67;0,668;0,668
0,25;20;10;0,668;0,13;0,67;0,668;0,668
0,25;20;20;0,668;0,13;0,67;0,668;0,668
0,25;20;25;0,668;0,13;0,67;0,668;0,668
0,25;20;50;0,668;0,13;0,67;0,668;0,668
0,35;2;3;0,673;0,127;0,677;0,673;0,673
0,35;2;4;0,673;0,127;0,677;0,673;0,673
0,35;2;5;0,673;0,127;0,677;0,673;0,673
0,35;2;8;0,673;0,127;0,677;0,673;0,673
0,35;2;10;0,673;0,127;0,677;0,673;0,673
0,35;2;20;0,673;0,127;0,677;0,673;0,673
0,35;2;25;0,673;0,127;0,677;0,673;0,673
0,35;2;50;0,673;0,127;0,677;0,673;0,673
0,35;4;3;0,673;0,127;0,677;0,673;0,673
0,35;4;4;0,673;0,127;0,677;0,673;0,673
0,35;4;5;0,673;0,127;0,677;0,673;0,673
0,35;4;8;0,673;0,127;0,677;0,673;0,673
0,35;4;10;0,673;0,127;0,677;0,673;0,673
0,35;4;20;0,673;0,127;0,677;0,673;0,673
0,35;4;25;0,673;0,127;0,677;0,673;0,673
0,35;4;50;0,673;0,127;0,677;0,673;0,673
0,35;5;3;0,673;0,127;0,677;0,673;0,673
0,35;5;4;0,673;0,127;0,677;0,673;0,673
0,35;5;5;0,673;0,127;0,677;0,673;0,673
0,35;5;8;0,673;0,127;0,677;0,673;0,673
0,35;5;10;0,673;0,127;0,677;0,673;0,673
0,35;5;20;0,673;0,127;0,677;0,673;0,673
0,35;5;25;0,673;0,127;0,677;0,673;0,673
0,35;5;50;0,673;0,127;0,677;0,673;0,673
0,35;6;3;0,673;0,127;0,677;0,673;0,673
0,35;6;4;0,673;0,127;0,677;0,673;0,673
0,35;6;5;0,673;0,127;0,677;0,673;0,673
0,35;6;8;0,673;0,127;0,677;0,673;0,673
0,35;6;10;0,673;0,127;0,677;0,673;0,673
0,35;6;20;0,673;0,127;0,677;0,673;0,673
0,35;6;25;0,673;0,127;0,677;0,673;0,673
0,35;6;50;0,673;0,127;0,677;0,673;0,673
0,35;10;3;0,673;0,127;0,677;0,673;0,673
0,35;10;4;0,673;0,127;0,677;0,673;0,673
0,35;10;5;0,673;0,127;0,677;0,673;0,673
0,35;10;8;0,673;0,127;0,677;0,673;0,673
0,35;10;10;0,673;0,127;0,677;0,673;0,673
0,35;10;20;0,673;0,127;0,677;0,673;0,673
0,35;10;25;0,673;0,127;0,677;0,673;0,673
0,35;10;50;0,673;0,127;0,677;0,673;0,673
0,35;20;3;0,673;0,127;0,677;0,673;0,673
0,35;20;4;0,673;0,127;0,677;0,673;0,673
0,35;20;5;0,673;0,127;0,677;0,673;0,673
0,35;20;8;0,673;0,127;0,677;0,673;0,673
0,35;20;10;0,673;0,127;0,677;0,673;0,673
0,35;20;20;0,673;0,127;0,677;0,673;0,673
0,35;20;25;0,673;0,127;0,677;0,673;0,673
0,35;20;50;0,673;0,127;0,677;0,673;0,673
0,5;2;3;0,673;0,127;0,677;0,673;0,673
0,5;2;4;0,673;0,127;0,677;0,673;0,673
0,5;2;5;0,673;0,127;0,677;0,673;0,673
0,5;2;8;0,673;0,127;0,677;0,673;0,673
0,5;2;10;0,673;0,127;0,677;0,673;0,673
0,5;2;20;0,673;0,127;0,677;0,673;0,673
0,5;2;25;0,673;0,127;0,677;0,673;0,673
0,5;2;50;0,673;0,127;0,677;0,673;0,673
0,5;4;3;0,673;0,127;0,677;0,673;0,673
0,5;4;4;0,673;0,127;0,677;0,673;0,673
0,5;4;5;0,673;0,127;0,677;0,673;0,673
0,5;4;8;0,673;0,127;0,677;0,673;0,673
0,5;4;10;0,673;0,127;0,677;0,673;0,673
0,5;4;20;0,673;0,127;0,677;0,673;0,673
0,5;4;25;0,673;0,127;0,677;0,673;0,673
0,5;4;50;0,673;0,127;0,677;0,673;0,673
0,5;5;3;0,673;0,127;0,677;0,673;0,673
0,5;5;4;0,673;0,127;0,677;0,673;0,673
0,5;5;5;0,673;0,127;0,677;0,673;0,673
0,5;5;8;0,673;0,127;0,677;0,673;0,673
0,5;5;10;0,673;0,127;0,677;0,673;0,673
0,5;5;20;0,673;0,127;0,677;0,673;0,673
0,5;5;25;0,673;0,127;0,677;0,673;0,673
0,5;5;50;0,673;0,127;0,677;0,673;0,673
0,5;6;3;0,673;0,127;0,677;0,673;0,673
0,5;6;4;0,673;0,127;0,677;0,673;0,673
0,5;6;5;0,673;0,127;0,677;0,673;0,673
0,5;6;8;0,673;0,127;0,677;0,673;0,673
0,5;6;10;0,673;0,127;0,677;0,673;0,673
0,5;6;20;0,673;0,127;0,677;0,673;0,673
0,5;6;25;0,673;0,127;0,677;0,673;0,673
0,5;6;50;0,673;0,127;0,677;0,673;0,673
0,5;10;3;0,673;0,127;0,677;0,673;0,673
0,5;10;4;0,673;0,127;0,677;0,673;0,673
0,5;10;5;0,673;0,127;0,677;0,673;0,673
0,5;10;8;0,673;0,127;0,677;0,673;0,673
0,5;10;10;0,673;0,127;0,677;0,673;0,673
0,5;10;20;0,673;0,127;0,677;0,673;0,673
0,5;10;25;0,673;0,127;0,677;0,673;0,673
0,5;10;50;0,673;0,127;0,677;0,673;0,673
0,5;20;3;0,673;0,127;0,677;0,673;0,673
0,5;20;4;0,673;0,127;0,677;0,673;0,673
0,5;20;5;0,673;0,127;0,677;0,673;0,673
0,5;20;8;0,673;0,127;0,677;0,673;0,673
0,5;20;10;0,673;0,127;0,677;0,673;0,673
0,5;20;20;0,673;0,127;0,677;0,673;0,673
0,5;20;25;0,673;0,127;0,677;0,673;0,673
0,5;20;50;0,673;0,127;0,677;0,673;0,673
 
