wine
fold;numberOfClassfiers;samplingFactor;k;classificationAlgorithm;weightedTPRate;weightedFPRate;weightedAccuracy;weightedPrecision;weightedRecall;F
2;5;0.1;growing;KnnBagging;0.6797753;0.20729372;0.7814039;0.7431555;0.6797753;0.62955356
3;5;0.1;growing;KnnBagging;0.6741573;0.17016405;0.78345543;0.67554665;0.6741573;0.67409617
5;5;0.1;growing;KnnBagging;0.66853935;0.19634654;0.776859;0.64539206;0.66853935;0.6268498
10;5;0.1;growing;KnnBagging;0.6797753;0.18510427;0.7861381;0.65408903;0.6797753;0.6485697
2;5;0.1;growing;KnnAdaBoost;0.37078652;0.38940623;0.56176615;0.23750018;0.37078652;0.2656652
3;5;0.1;growing;KnnAdaBoost;0.43820226;0.31707662;0.61845094;0.43345234;0.43820226;0.4142541
5;5;0.1;growing;KnnAdaBoost;0.4550562;0.30429044;0.62757224;0.43607724;0.4550562;0.43053433
10;5;0.1;growing;KnnAdaBoost;0.56179774;0.24592802;0.70177376;0.55537367;0.56179774;0.5509876
2;5;0.1;falling;KnnBagging;0.6123595;0.21022761;0.7404052;0.61336756;0.6123595;0.6088772
3;5;0.1;falling;KnnBagging;0.66853935;0.193982;0.7772062;0.64341575;0.66853935;0.63272405
5;5;0.1;falling;KnnBagging;0.66853935;0.17886923;0.7801414;0.6443142;0.66853935;0.6506429
10;5;0.1;falling;KnnBagging;0.6966292;0.17511152;0.79709;0.67951715;0.6966292;0.66579306
2;5;0.1;falling;KnnAdaBoost;0.33707866;0.33240575;0.55810505;0.23406136;0.33707866;0.2739748
3;5;0.1;falling;KnnAdaBoost;0.31460676;0.31123936;0.55008835;0.36039224;0.31460676;0.31642714
5;5;0.1;falling;KnnAdaBoost;0.40449437;0.3384673;0.5943378;0.48182228;0.40449437;0.37699687
10;5;0.1;falling;KnnAdaBoost;0.38764045;0.31949288;0.58815175;0.38371277;0.38764045;0.38534242
2;5;0.5;const;KnnBagging;0.7247191;0.14630324;0.81691074;0.71955436;0.7247191;0.72062963
3;5;0.5;const;KnnBagging;0.71348315;0.1606211;0.8083576;0.70083666;0.71348315;0.6952411
5;5;0.5;const;KnnBagging;0.69101125;0.17553237;0.79263985;0.67871696;0.69101125;0.6705518
10;5;0.5;const;KnnBagging;0.6853933;0.17382006;0.7899256;0.6707919;0.6853933;0.67127633
2;5;0.5;const;KnnAdaBoost;0.64606744;0.17865084;0.76253;0.6530503;0.64606744;0.6487864
3;5;0.5;const;KnnAdaBoost;0.6797753;0.173084;0.78484404;0.6658894;0.6797753;0.66366494
5;5;0.5;const;KnnAdaBoost;0.64606744;0.18435617;0.76483405;0.6153421;0.64606744;0.61972046
10;5;0.5;const;KnnAdaBoost;0.66853935;0.17131285;0.7804886;0.64968354;0.66853935;0.6565224
2;5;0.5;growing;KnnBagging;0.7022472;0.16523252;0.8007828;0.6883705;0.7022472;0.68838274
3;5;0.5;growing;KnnBagging;0.71910113;0.16610315;0.81353366;0.7065192;0.71910113;0.6769037
5;5;0.5;growing;KnnBagging;0.69101125;0.1781283;0.7933342;0.6730453;0.69101125;0.6619679
10;5;0.5;growing;KnnBagging;0.7022472;0.16240522;0.8015718;0.6874973;0.7022472;0.68891144
2;5;0.5;growing;KnnAdaBoost;0.58426964;0.20864667;0.7217523;0.5996723;0.58426964;0.5609583
3;5;0.5;growing;KnnAdaBoost;0.64044946;0.20367642;0.7582376;0.6107287;0.64044946;0.59603846
5;5;0.5;growing;KnnAdaBoost;0.64606744;0.19733576;0.7641396;0.6134187;0.64606744;0.6148236
10;5;0.5;growing;KnnAdaBoost;0.60674155;0.20646669;0.73444015;0.5996433;0.60674155;0.5825576
2;5;0.5;falling;KnnBagging;0.6741573;0.1725286;0.78348696;0.6722211;0.6741573;0.67152405
3;5;0.5;falling;KnnBagging;0.6853933;0.17949158;0.7906199;0.65288645;0.6853933;0.65177506
5;5;0.5;falling;KnnBagging;0.6966292;0.16872898;0.7974056;0.67636806;0.6966292;0.67702794
10;5;0.5;falling;KnnBagging;0.6797753;0.18039209;0.7858225;0.65338194;0.6797753;0.6513659
2;5;0.5;falling;KnnAdaBoost;0.38764045;0.31019843;0.5875521;0.50728256;0.38764045;0.41194984
3;5;0.5;falling;KnnAdaBoost;0.5955056;0.2025793;0.7309368;0.5900531;0.5955056;0.5796061
5;5;0.5;falling;KnnAdaBoost;0.57865167;0.23405042;0.71383035;0.56788844;0.57865167;0.5646957
10;5;0.5;falling;KnnAdaBoost;0.6573034;0.17926508;0.7720301;0.6352697;0.6573034;0.63541967
2;5;0.75;const;KnnBagging;0.7022472;0.14585344;0.802929;0.71580577;0.7022472;0.70763165
3;5;0.75;const;KnnBagging;0.71348315;0.16746643;0.8080104;0.7118353;0.71348315;0.69061047
5;5;0.75;const;KnnBagging;0.6853933;0.1776067;0.7896099;0.66834533;0.6853933;0.6632636
10;5;0.75;const;KnnBagging;0.76404494;0.12564865;0.842886;0.759179;0.76404494;0.7596995
2;5;0.75;const;KnnAdaBoost;0.69101125;0.16324691;0.7962695;0.6764902;0.69101125;0.6808143
3;5;0.75;const;KnnAdaBoost;0.71910113;0.14626132;0.81249213;0.7129048;0.71910113;0.7152363
5;5;0.75;const;KnnAdaBoost;0.7022472;0.14350583;0.80305517;0.7118046;0.7022472;0.70484185
10;5;0.75;const;KnnAdaBoost;0.64044946;0.18381768;0.7610466;0.623505;0.64044946;0.6290944
2;5;0.75;growing;KnnBagging;0.69101125;0.17316782;0.79295546;0.67323345;0.69101125;0.67128265
3;5;0.75;growing;KnnBagging;0.69101125;0.17670618;0.79295546;0.6776054;0.69101125;0.6699914
5;5;0.75;growing;KnnBagging;0.71910113;0.15145315;0.81283927;0.7120898;0.71910113;0.71264845
10;5;0.75;growing;KnnBagging;0.75842696;0.13220377;0.8390986;0.7558631;0.75842696;0.75337666
2;5;0.75;growing;KnnAdaBoost;0.60674155;0.17620735;0.7401528;0.65122294;0.60674155;0.5982866
3;5;0.75;growing;KnnAdaBoost;0.71910113;0.1524125;0.8129024;0.70814264;0.71910113;0.7059562
5;5;0.75;growing;KnnAdaBoost;0.6797753;0.17406027;0.7868009;0.69047517;0.6797753;0.64413464
10;5;0.75;growing;KnnAdaBoost;0.71910113;0.15004797;0.81249213;0.7062971;0.71910113;0.70739555
2;5;0.75;falling;KnnBagging;0.6573034;0.15867835;0.7725666;0.6802174;0.6573034;0.65885067
3;5;0.75;falling;KnnBagging;0.74157304;0.1422134;0.82710516;0.7333712;0.74157304;0.7315912
5;5;0.75;falling;KnnBagging;0.73595506;0.1461726;0.82262343;0.731954;0.73595506;0.72934043
10;5;0.75;falling;KnnBagging;0.7078652;0.16292681;0.80425453;0.70002437;0.7078652;0.6962043
2;5;0.75;falling;KnnAdaBoost;0.64044946;0.17933689;0.7557127;0.6388383;0.64044946;0.6338894
3;5;0.75;falling;KnnAdaBoost;0.5955056;0.21461645;0.73084205;0.55272776;0.5955056;0.5592129
5;5;0.75;falling;KnnAdaBoost;0.6573034;0.17103148;0.7704204;0.6786722;0.6573034;0.64221764
10;5;0.75;falling;KnnAdaBoost;0.6853933;0.17810331;0.78758997;0.6917115;0.6853933;0.66402155
2;5;0.9;const;KnnBagging;0.71348315;0.14737631;0.809399;0.7193156;0.71348315;0.71590555
3;5;0.9;const;KnnBagging;0.6966292;0.17440048;0.79566973;0.69122124;0.6966292;0.67845833
5;5;0.9;const;KnnBagging;0.6516854;0.19287999;0.7655915;0.63894886;0.6516854;0.6396743
10;5;0.9;const;KnnBagging;0.69101125;0.16749632;0.7951647;0.67627;0.69101125;0.6784647
2;5;0.9;const;KnnAdaBoost;0.71910113;0.13753113;0.81287086;0.7187543;0.71910113;0.7144678
3;5;0.9;const;KnnAdaBoost;0.71348315;0.14573973;0.8079472;0.70408803;0.71348315;0.7061048
5;5;0.9;const;KnnAdaBoost;0.66292137;0.18048081;0.77603835;0.631827;0.66292137;0.63919145
10;5;0.9;const;KnnAdaBoost;0.6741573;0.17302519;0.7828557;0.65465057;0.6741573;0.65889883
2;5;0.9;growing;KnnBagging;0.71348315;0.13533914;0.8105038;0.72542214;0.71348315;0.7151116
3;5;0.9;growing;KnnBagging;0.7303371;0.14895798;0.8203194;0.7207047;0.7303371;0.71880955
5;5;0.9;growing;KnnBagging;0.71910113;0.15570258;0.81135595;0.7133794;0.71910113;0.7110476
10;5;0.9;growing;KnnBagging;0.74157304;0.14290754;0.82593733;0.74168575;0.74157304;0.7384399
2;5;0.9;growing;KnnAdaBoost;0.71348315;0.15564375;0.8076;0.7175377;0.71348315;0.7128415
3;5;0.9;growing;KnnAdaBoost;0.6853933;0.19720025;0.78664315;0.7122944;0.6853933;0.6361351
5;5;0.9;growing;KnnAdaBoost;0.6292135;0.18042687;0.7543871;0.6274083;0.6292135;0.6185645
10;5;0.9;growing;KnnAdaBoost;0.66853935;0.17061873;0.78058326;0.6493907;0.66853935;0.65303344
2;5;0.9;falling;KnnBagging;0.6966292;0.16849758;0.7974688;0.68021655;0.6966292;0.6784867
3;5;0.9;falling;KnnBagging;0.7022472;0.16571221;0.8015718;0.6860596;0.7022472;0.68408954
5;5;0.9;falling;KnnBagging;0.71348315;0.15612341;0.80832595;0.70623547;0.71348315;0.70633733
10;5;0.9;falling;KnnBagging;0.7022472;0.16759707;0.80046713;0.69211364;0.7022472;0.6875591
2;5;0.9;falling;KnnAdaBoost;0.6966292;0.14934988;0.79961497;0.7092411;0.6966292;0.7017996
3;5;0.9;falling;KnnAdaBoost;0.73595506;0.13863313;0.8233809;0.72536963;0.73595506;0.7237275
5;5;0.9;falling;KnnAdaBoost;0.6853933;0.18114506;0.78781086;0.6822111;0.6853933;0.66930586
10;5;0.9;falling;KnnAdaBoost;0.66853935;0.17886923;0.77837396;0.6564222;0.66853935;0.65894395
2;5;1.0;const;KnnBagging;0.6741573;0.16118555;0.7820035;0.6926192;0.6741573;0.6808249
3;5;1.0;const;KnnBagging;0.7078652;0.15890878;0.80457014;0.69741374;0.7078652;0.6987874
5;5;1.0;const;KnnBagging;0.6966292;0.16636442;0.79743725;0.68482935;0.6966292;0.68538606
10;5;1.0;const;KnnBagging;0.747191;0.13706349;0.83051383;0.7445456;0.747191;0.74369085
2;5;1.0;const;KnnAdaBoost;0.69101125;0.15712957;0.79633254;0.6754599;0.69101125;0.674336
3;5;1.0;const;KnnAdaBoost;0.7078652;0.15396525;0.8053908;0.69553906;0.7078652;0.69684666
5;5;1.0;const;KnnAdaBoost;0.7022472;0.15296398;0.8015718;0.68967456;0.7022472;0.69279474
10;5;1.0;const;KnnAdaBoost;0.69101125;0.15545915;0.79554343;0.68209857;0.69101125;0.6845229
2;5;1.0;growing;KnnBagging;0.71348315;0.14549144;0.8101566;0.71637887;0.71348315;0.71481675
3;5;1.0;growing;KnnBagging;0.69101125;0.17009224;0.7937129;0.6817581;0.69101125;0.6805465
5;5;1.0;growing;KnnBagging;0.7078652;0.15560183;0.80529606;0.6979196;0.7078652;0.70084417
10;5;1.0;growing;KnnBagging;0.71348315;0.15446992;0.8076;0.7082397;0.71348315;0.7090505
2;5;1.0;growing;KnnAdaBoost;0.6966292;0.16190055;0.79974115;0.6773818;0.6966292;0.6763149
3;5;1.0;growing;KnnAdaBoost;0.7022472;0.15200464;0.80046713;0.7038332;0.7022472;0.70292366
5;5;1.0;growing;KnnAdaBoost;0.6797753;0.1801607;0.7854753;0.65379953;0.6797753;0.6494997
10;5;1.0;growing;KnnAdaBoost;0.6966292;0.15740286;0.7989837;0.6849936;0.6966292;0.68828195
2;5;1.0;falling;KnnBagging;0.7303371;0.14186437;0.8213924;0.7283386;0.7303371;0.728169
3;5;1.0;falling;KnnBagging;0.73595506;0.14805746;0.8225918;0.7341559;0.73595506;0.72907215
5;5;1.0;falling;KnnBagging;0.71910113;0.15829848;0.81135595;0.7162217;0.71910113;0.7099295
10;5;1.0;falling;KnnBagging;0.74157304;0.13488841;0.82710516;0.7368978;0.74157304;0.73874277
2;5;1.0;falling;KnnAdaBoost;0.56179774;0.24521697;0.7028469;0.5530753;0.56179774;0.5497156
3;5;1.0;falling;KnnAdaBoost;0.64606744;0.21385373;0.75905824;0.66065216;0.64606744;0.6184409
5;5;1.0;falling;KnnAdaBoost;0.71910113;0.15735605;0.8117031;0.71089196;0.71910113;0.707253
10;5;1.0;falling;KnnAdaBoost;0.64044946;0.20627233;0.75826913;0.61875343;0.64044946;0.59691465
2;10;0.1;const;KnnBagging;0.66853935;0.20767266;0.77607;0.63865376;0.66853935;0.60152876
3;10;0.1;const;KnnBagging;0.6516854;0.20681894;0.7666961;0.60578626;0.6516854;0.6003228
5;10;0.1;const;KnnBagging;0.69101125;0.18072422;0.7943442;0.6476897;0.69101125;0.6424204
10;10;0.1;const;KnnBagging;0.6966292;0.18336207;0.79734254;0.6708405;0.6966292;0.6504868
2;10;0.1;const;KnnAdaBoost;0.57865167;0.24297817;0.71222067;0.6344964;0.57865167;0.579571
3;10;0.1;const;KnnAdaBoost;0.6797753;0.13692176;0.78730595;0.73662513;0.6797753;0.6762317
5;10;0.1;const;KnnAdaBoost;0.6573034;0.18986322;0.770452;0.6400872;0.6573034;0.64154214
10;10;0.1;const;KnnAdaBoost;0.6741573;0.18010187;0.78282416;0.6528977;0.6741573;0.6544639
2;10;0.1;growing;KnnBagging;0.66853935;0.18877324;0.7782477;0.6550643;0.66853935;0.6499004
3;10;0.1;growing;KnnBagging;0.6853933;0.1688596;0.7895783;0.67753273;0.6853933;0.6793281
5;10;0.1;growing;KnnBagging;0.66853935;0.19847971;0.7790367;0.58312064;0.66853935;0.59031564
10;10;0.1;growing;KnnBagging;0.6853933;0.17264624;0.7895783;0.6664448;0.6853933;0.668528
2;10;0.1;growing;KnnAdaBoost;0.53370786;0.29264256;0.6790494;0.6030768;0.53370786;0.4878399
3;10;0.1;growing;KnnAdaBoost;0.6292135;0.17568086;0.75798506;0.64306897;0.6292135;0.6334443
5;10;0.1;growing;KnnAdaBoost;0.69101125;0.17176265;0.7930501;0.67707515;0.69101125;0.6711069
10;10;0.1;growing;KnnAdaBoost;0.5898876;0.21715356;0.721342;0.5818052;0.5898876;0.582385
2;10;0.1;falling;KnnBagging;0.69101125;0.18403117;0.7932711;0.6602809;0.69101125;0.64110625
3;10;0.1;falling;KnnBagging;0.6741573;0.20230827;0.7817195;0.6398409;0.6741573;0.58297306
5;10;0.1;falling;KnnBagging;0.6797753;0.18133453;0.78620124;0.6560778;0.6797753;0.65244657
10;10;0.1;falling;KnnBagging;0.66292137;0.19203828;0.77490216;0.6350999;0.66292137;0.6345757
2;10;0.1;falling;KnnAdaBoost;0.3988764;0.3988764;0.5776417;0.15910238;0.3988764;0.22747168
3;10;0.1;falling;KnnAdaBoost;0.39325842;0.38772282;0.5796932;0.16521508;0.39325842;0.23267789
5;10;0.1;falling;KnnAdaBoost;0.44382024;0.33887914;0.61643106;0.3882631;0.44382024;0.37653226
10;10;0.1;falling;KnnAdaBoost;0.6179775;0.21951322;0.7421412;0.59925777;0.6179775;0.59067637
2;10;0.5;const;KnnBagging;0.7247191;0.14228521;0.81763667;0.72499865;0.7247191;0.7244897
3;10;0.5;const;KnnBagging;0.7022472;0.1699616;0.80043554;0.6853084;0.7022472;0.67843956
5;10;0.5;const;KnnBagging;0.7078652;0.16410063;0.80422294;0.70437855;0.7078652;0.69823736
10;10;0.5;const;KnnBagging;0.71348315;0.15164262;0.8101566;0.69929487;0.71348315;0.7032169
2;10;0.5;const;KnnAdaBoost;0.6573034;0.1728656;0.772251;0.6433765;0.6573034;0.64735204
3;10;0.5;const;KnnAdaBoost;0.6966292;0.16378541;0.7981947;0.6720278;0.6966292;0.67204905
5;10;0.5;const;KnnAdaBoost;0.7022472;0.15011977;0.80299205;0.6960612;0.7022472;0.69848436
10;10;0.5;const;KnnAdaBoost;0.6966292;0.1597674;0.7978475;0.6794721;0.6966292;0.68212724
2;10;0.5;growing;KnnBagging;0.7078652;0.14873958;0.8067163;0.7166408;0.7078652;0.7115001
3;10;0.5;growing;KnnBagging;0.73595506;0.15161273;0.82300216;0.73255944;0.73595506;0.7177739
5;10;0.5;growing;KnnBagging;0.6853933;0.17287764;0.78885245;0.67370796;0.6853933;0.6744121
10;10;0.5;growing;KnnBagging;0.7247191;0.14630324;0.814733;0.72271705;0.7247191;0.72322005
2;10;0.5;growing;KnnAdaBoost;0.7247191;0.14040035;0.81444895;0.73018456;0.7247191;0.72678655
3;10;0.5;growing;KnnAdaBoost;0.64044946;0.1934903;0.7557127;0.64652914;0.64044946;0.6419958
5;10;0.5;growing;KnnAdaBoost;0.6573034;0.18820973;0.7693157;0.6386152;0.6573034;0.64283574
10;10;0.5;growing;KnnAdaBoost;0.66853935;0.17604195;0.77951014;0.65399206;0.66853935;0.6577781
2;10;0.5;falling;KnnBagging;0.7078652;0.1572553;0.80494887;0.6991815;0.7078652;0.7008344
3;10;0.5;falling;KnnBagging;0.7078652;0.15890878;0.80529606;0.6956515;0.7078652;0.69724286
5;10;0.5;falling;KnnBagging;0.6853933;0.17453112;0.7885053;0.6758837;0.6853933;0.6743718
10;10;0.5;falling;KnnBagging;0.71910113;0.1568933;0.8121134;0.70769346;0.71910113;0.7025501
2;10;0.5;falling;KnnAdaBoost;0.6179775;0.18950216;0.7445714;0.6284467;0.6179775;0.6214706
3;10;0.5;falling;KnnAdaBoost;0.71910113;0.13491829;0.8142911;0.72857785;0.71910113;0.72159654
5;10;0.5;falling;KnnAdaBoost;0.6966292;0.16636442;0.7967428;0.69022155;0.6966292;0.68904126
10;10;0.5;falling;KnnAdaBoost;0.6797753;0.17685373;0.784781;0.66246724;0.6797753;0.66117734
2;10;0.75;const;KnnBagging;0.7303371;0.14493996;0.8192147;0.7243394;0.7303371;0.7255609
3;10;0.75;const;KnnBagging;0.7303371;0.14565101;0.8199723;0.7234724;0.7303371;0.72401357
5;10;0.75;const;KnnBagging;0.7078652;0.16221577;0.8034971;0.7006919;0.7078652;0.69854033
10;10;0.75;const;KnnBagging;0.7247191;0.15339686;0.81476456;0.71799064;0.7247191;0.7145895
2;10;0.75;const;KnnAdaBoost;0.7247191;0.13309225;0.81735265;0.7275449;0.7247191;0.7221382
3;10;0.75;const;KnnAdaBoost;0.6966292;0.17180456;0.79885745;0.66058934;0.6966292;0.6593572
5;10;0.75;const;KnnAdaBoost;0.6516854;0.19574112;0.76644367;0.62363166;0.6516854;0.61610186
10;10;0.75;const;KnnAdaBoost;0.69101125;0.16136205;0.79440725;0.67350596;0.69101125;0.6788444
2;10;0.75;growing;KnnBagging;0.7303371;0.1399795;0.8206666;0.7253391;0.7303371;0.7274236
3;10;0.75;growing;KnnBagging;0.7247191;0.14866777;0.8158376;0.7189476;0.7247191;0.7194513
5;10;0.75;growing;KnnBagging;0.6853933;0.17382006;0.7891996;0.6731459;0.6853933;0.67323774
10;10;0.75;growing;KnnBagging;0.7078652;0.16127333;0.80457014;0.69403005;0.7078652;0.6939468
2;10;0.75;growing;KnnAdaBoost;0.6516854;0.19407071;0.7666961;0.6205614;0.6516854;0.6250831
3;10;0.75;growing;KnnAdaBoost;0.5449438;0.2181727;0.6982389;0.5527968;0.5449438;0.53456944
5;10;0.75;growing;KnnAdaBoost;0.57865167;0.22366676;0.71970075;0.5564105;0.57865167;0.56161726
10;10;0.75;growing;KnnAdaBoost;0.7022472;0.15650234;0.8022977;0.6880243;0.7022472;0.69239557
2;10;0.75;falling;KnnBagging;0.71910113;0.14837755;0.81280774;0.7165177;0.71910113;0.71688724
3;10;0.75;falling;KnnBagging;0.7022472;0.16500115;0.80008835;0.6891657;0.7022472;0.6887327
5;10;0.75;falling;KnnBagging;0.66292137;0.1906162;0.7738291;0.6543295;0.66292137;0.6484446
10;10;0.75;falling;KnnBagging;0.7247191;0.15268579;0.8154905;0.71823454;0.7247191;0.7154779
2;10;0.75;falling;KnnAdaBoost;0.7022472;0.13618082;0.8022977;0.72748685;0.7022472;0.70439255
3;10;0.75;falling;KnnAdaBoost;0.66853935;0.17035352;0.77938396;0.6711613;0.66853935;0.6697151
5;10;0.75;falling;KnnAdaBoost;0.6853933;0.1735887;0.78853685;0.6770873;0.6853933;0.6757343
10;10;0.75;falling;KnnAdaBoost;0.7247191;0.14962712;0.81520635;0.7180894;0.7247191;0.716299
2;10;0.9;const;KnnBagging;0.6797753;0.16030195;0.788379;0.6853553;0.6797753;0.68234825
3;10;0.9;const;KnnBagging;0.7303371;0.1515539;0.81848884;0.7255117;0.7303371;0.7208358
5;10;0.9;const;KnnBagging;0.71910113;0.1580671;0.81062996;0.7130538;0.71910113;0.70827556
10;10;0.9;const;KnnBagging;0.7303371;0.14801554;0.8192463;0.7225778;0.7303371;0.7215165
2;10;0.9;const;KnnAdaBoost;0.7022472;0.1583872;0.801919;0.69014686;0.7022472;0.6937066
3;10;0.9;const;KnnAdaBoost;0.7247191;0.14632016;0.8172895;0.7064016;0.7247191;0.70809305
5;10;0.9;const;KnnAdaBoost;0.69101125;0.16797599;0.794786;0.66718024;0.69101125;0.67081445
10;10;0.9;const;KnnAdaBoost;0.7022472;0.15815583;0.801919;0.6856527;0.7022472;0.6900279
2;10;0.9;growing;KnnBagging;0.71348315;0.14383794;0.8101566;0.71842945;0.71348315;0.7157219
3;10;0.9;growing;KnnBagging;0.7078652;0.15867741;0.80425453;0.6984906;0.7078652;0.6992608
5;10;0.9;growing;KnnBagging;0.7247191;0.15008989;0.8154905;0.7162916;0.7247191;0.71643347
10;10;0.9;growing;KnnBagging;0.7752809;0.12078894;0.84964013;0.7712668;0.7752809;0.77130693
2;10;0.9;growing;KnnAdaBoost;0.71348315;0.14478038;0.8090519;0.7203637;0.71348315;0.71647114
3;10;0.9;growing;KnnAdaBoost;0.7078652;0.14591229;0.8071266;0.7131419;0.7078652;0.71027416
5;10;0.9;growing;KnnAdaBoost;0.6741573;0.1713717;0.78361315;0.6578125;0.6741573;0.66208935
10;10;0.9;growing;KnnAdaBoost;0.7247191;0.14537773;0.8180785;0.71013063;0.7247191;0.7112779
2;10;0.9;falling;KnnBagging;0.6853933;0.16176598;0.7906199;0.68805844;0.6853933;0.68658787
3;10;0.9;falling;KnnBagging;0.69101125;0.17599513;0.79295546;0.6808248;0.69101125;0.6736535
5;10;0.9;falling;KnnBagging;0.6853933;0.17074446;0.7902728;0.6773484;0.6853933;0.6777272
10;10;0.9;falling;KnnBagging;0.73595506;0.14546156;0.8225918;0.7312606;0.73595506;0.7298465
2;10;0.9;falling;KnnAdaBoost;0.6797753;0.17164499;0.78620124;0.66945684;0.6797753;0.67213094
3;10;0.9;falling;KnnAdaBoost;0.6853933;0.18847007;0.78777933;0.68386924;0.6853933;0.6483861
5;10;0.9;falling;KnnAdaBoost;0.7022472;0.1614628;0.8012562;0.69166;0.7022472;0.69237
10;10;0.9;falling;KnnAdaBoost;0.71348315;0.14881533;0.81091404;0.69804895;0.71348315;0.7018411
2;10;1.0;const;KnnBagging;0.71348315;0.15281644;0.80943066;0.70748115;0.71348315;0.7085393
3;10;1.0;const;KnnBagging;0.7247191;0.1484364;0.8158692;0.7173615;0.7247191;0.7182486
5;10;1.0;const;KnnBagging;0.7078652;0.16315821;0.8038442;0.7006229;0.7078652;0.6974474
10;10;1.0;const;KnnBagging;0.74157304;0.14008024;0.8274523;0.73729473;0.74157304;0.7367698
2;10;1.0;const;KnnAdaBoost;0.73595506;0.12775287;0.82587427;0.7373245;0.73595506;0.7344851
3;10;1.0;const;KnnAdaBoost;0.6966292;0.16213194;0.7978475;0.67639697;0.6966292;0.67716414
5;10;1.0;const;KnnAdaBoost;0.66292137;0.16796397;0.77827924;0.6523983;0.66292137;0.6547977
10;10;1.0;const;KnnAdaBoost;0.6853933;0.1674544;0.7892943;0.675011;0.6853933;0.677552
2;10;1.0;growing;KnnBagging;0.7078652;0.14993031;0.80529606;0.70598453;0.7078652;0.7068887
3;10;1.0;growing;KnnBagging;0.747191;0.13777453;0.83013505;0.7420142;0.747191;0.74162376
5;10;1.0;growing;KnnBagging;0.71348315;0.15446992;0.8090519;0.7055317;0.71348315;0.70666486
10;10;1.0;growing;KnnBagging;0.747191;0.1337565;0.83086103;0.74378014;0.747191;0.74475896
2;10;1.0;growing;KnnAdaBoost;0.6741573;0.15149602;0.78383416;0.7183552;0.6741573;0.6854197
3;10;1.0;growing;KnnAdaBoost;0.6123595;0.19256967;0.7385115;0.61274177;0.6123595;0.59837896
5;10;1.0;growing;KnnAdaBoost;0.6741573;0.16760196;0.78326595;0.65955144;0.6741573;0.6605084
10;10;1.0;growing;KnnAdaBoost;0.66292137;0.162078;0.7779952;0.6664255;0.66292137;0.6520486
2;10;1.0;falling;KnnBagging;0.7247191;0.14040035;0.8169424;0.7247191;0.7247191;0.7247191
3;10;1.0;falling;KnnBagging;0.74157304;0.14267617;0.8270736;0.7387272;0.74157304;0.73583907
5;10;1.0;falling;KnnBagging;0.73595506;0.143097;0.8225918;0.73424995;0.73595506;0.7333187
10;10;1.0;falling;KnnBagging;0.7247191;0.14795673;0.8158061;0.7188778;0.7247191;0.71997523
2;10;1.0;falling;KnnAdaBoost;0.73595506;0.13129121;0.82262343;0.739991;0.73595506;0.7366163
3;10;1.0;falling;KnnAdaBoost;0.74157304;0.13655882;0.82795733;0.7361979;0.74157304;0.73475486
5;10;1.0;falling;KnnAdaBoost;0.6348315;0.19726886;0.7567542;0.60455316;0.6348315;0.58847344
10;10;1.0;falling;KnnAdaBoost;0.71348315;0.1606211;0.8069057;0.7046563;0.71348315;0.6993161
2;25;0.1;const;KnnBagging;0.71910113;0.16492933;0.81318647;0.71035;0.71910113;0.67481834
3;25;0.1;const;KnnBagging;0.7022472;0.16571221;0.8022662;0.6788316;0.7022472;0.67873234
5;25;0.1;const;KnnBagging;0.6573034;0.20568705;0.7693157;0.61554456;0.6573034;0.6050799
10;25;0.1;const;KnnBagging;0.6966292;0.17297837;0.7966482;0.6750886;0.6966292;0.6713804
2;25;0.1;const;KnnAdaBoost;0.64606744;0.20439558;0.7618672;0.6427215;0.64606744;0.62849814
3;25;0.1;const;KnnAdaBoost;0.66853935;0.1949075;0.7757228;0.68182087;0.66853935;0.6568527
5;25;0.1;const;KnnAdaBoost;0.6179775;0.19280913;0.7466861;0.61400384;0.6179775;0.6157058
10;25;0.1;const;KnnAdaBoost;0.69101125;0.1620562;0.7918508;0.69170535;0.69101125;0.6912712
2;25;0.1;growing;KnnBagging;0.6797753;0.19408275;0.78651685;0.63204163;0.6797753;0.6160184
3;25;0.1;growing;KnnBagging;0.6741573;0.19261873;0.7806148;0.655757;0.6741573;0.63573956
5;25;0.1;growing;KnnBagging;0.6516854;0.1957242;0.76811635;0.5991316;0.6516854;0.6106599
10;25;0.1;growing;KnnBagging;0.64606744;0.21031536;0.7636662;0.5565557;0.64606744;0.57703006
2;25;0.1;growing;KnnAdaBoost;0.66292137;0.16745047;0.7744919;0.70416635;0.66292137;0.6763517
3;25;0.1;growing;KnnAdaBoost;0.55617976;0.23946972;0.6999748;0.5835841;0.55617976;0.56464934
5;25;0.1;growing;KnnAdaBoost;0.6853933;0.1719352;0.7902728;0.66276807;0.6853933;0.6670044
10;25;0.1;growing;KnnAdaBoost;0.6797753;0.15368801;0.7879687;0.69201213;0.6797753;0.6828234
2;25;0.1;falling;KnnBagging;0.6741573;0.20773149;0.78058326;0.51373094;0.6741573;0.5761964
3;25;0.1;falling;KnnBagging;0.71910113;0.14201191;0.8120818;0.7120782;0.71910113;0.7133139
5;25;0.1;falling;KnnBagging;0.6966292;0.18620628;0.7970269;0.6777864;0.6966292;0.6338294
10;25;0.1;falling;KnnBagging;0.69101125;0.18143527;0.79440725;0.6610386;0.69101125;0.6457675
2;25;0.1;falling;KnnAdaBoost;0.6123595;0.19015439;0.7381644;0.6186438;0.6123595;0.6102084
