wine
fold;numberOfClassfiers;samplingFactor;k;classificationAlgorithm;weightedTPRate;weightedFPRate;weightedAccuracy;weightedPrecision;weightedRecall;F
3;3;0.5;growing;KnnAdaBoost;0.94;0.03;0.96;0.94276094;0.94;0.9398497
5;3;0.5;growing;KnnAdaBoost;0.8933333;0.053333335;0.92888886;0.8950665;0.8933333;0.8937604
10;3;0.5;growing;KnnAdaBoost;0.9266667;0.036666665;0.95111114;0.9322658;0.9266667;0.92513365
2;3;0.5;falling;KnnBagging;0.97333336;0.013333334;0.9822223;0.97530866;0.97333336;0.9732906
3;3;0.5;falling;KnnBagging;0.9533333;0.023333333;0.9688889;0.9543691;0.9533333;0.9532913
5;3;0.5;falling;KnnBagging;0.9533333;0.023333333;0.9688889;0.95344806;0.9533333;0.95332867
10;3;0.5;falling;KnnBagging;0.97333336;0.013333334;0.9822223;0.97382474;0.97333336;0.97332263
2;3;0.5;falling;KnnAdaBoost;0.94666666;0.026666667;0.96444446;0.94711536;0.94666666;0.9466453
3;3;0.5;falling;KnnAdaBoost;0.92;0.04;0.94666666;0.9214454;0.92;0.91949666
5;3;0.5;falling;KnnAdaBoost;0.8333333;0.083333336;0.88888896;0.84005433;0.8333333;0.835898
10;3;0.5;falling;KnnAdaBoost;0.67333335;0.16333333;0.7822222;0.7153568;0.67333335;0.6746201
2;3;0.75;const;KnnBagging;0.9533333;0.023333333;0.9688889;0.95344806;0.9533333;0.95332867
3;3;0.75;const;KnnBagging;0.94666666;0.026666667;0.96444446;0.94711536;0.94666666;0.9466453
5;3;0.75;const;KnnBagging;0.96;0.02;0.97333336;0.9604701;0.96;0.959984
10;3;0.75;const;KnnBagging;0.97333336;0.013333334;0.9822223;0.97382474;0.97333336;0.97332263
2;3;0.75;const;KnnAdaBoost;0.94666666;0.026666667;0.96444446;0.94711536;0.94666666;0.9466453
3;3;0.75;const;KnnAdaBoost;0.9266667;0.036666665;0.95111114;0.926131;0.9266667;0.92596036
5;3;0.75;const;KnnAdaBoost;0.94;0.03;0.96;0.9409875;0.94;0.9399459
10;3;0.75;const;KnnAdaBoost;0.93333334;0.033333335;0.9555555;0.9337607;0.93333334;0.9333067
2;3;0.75;growing;KnnBagging;0.94666666;0.026666667;0.96444446;0.94847023;0.94666666;0.94658124
3;3;0.75;growing;KnnBagging;0.9533333;0.023333333;0.9688889;0.95344806;0.9533333;0.95332867
5;3;0.75;growing;KnnBagging;0.96;0.02;0.97333336;0.9604701;0.96;0.95998394
10;3;0.75;growing;KnnBagging;0.97333336;0.013333334;0.9822223;0.97333336;0.97333336;0.97333336
2;3;0.75;growing;KnnAdaBoost;0.97333336;0.013333334;0.9822223;0.97333336;0.97333336;0.97333336
3;3;0.75;growing;KnnAdaBoost;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
5;3;0.75;growing;KnnAdaBoost;0.9533333;0.023333333;0.9688889;0.95344806;0.9533333;0.95332867
10;3;0.75;growing;KnnAdaBoost;0.94;0.03;0.96;0.9410055;0.94;0.93969434
2;3;0.75;falling;KnnBagging;0.97333336;0.013333334;0.9822223;0.97382474;0.97333336;0.97332263
3;3;0.75;falling;KnnBagging;0.96;0.02;0.97333336;0.9604701;0.96;0.959984
5;3;0.75;falling;KnnBagging;0.96;0.02;0.97333336;0.9604701;0.96;0.959984
10;3;0.75;falling;KnnBagging;0.94666666;0.026666667;0.96444446;0.94666666;0.94666666;0.94666666
2;3;0.75;falling;KnnAdaBoost;0.9533333;0.023333333;0.9688889;0.954369;0.9533333;0.9532913
3;3;0.75;falling;KnnAdaBoost;0.8066667;0.096666664;0.87111115;0.8125861;0.8066667;0.8074253
5;3;0.75;falling;KnnAdaBoost;0.84;0.08;0.8933333;0.86160177;0.84;0.8315966
10;3;0.75;falling;KnnAdaBoost;0.7733333;0.11333334;0.84888893;0.7815949;0.7733333;0.7758712
2;3;0.9;const;KnnBagging;0.96;0.02;0.97333336;0.96;0.96;0.96
3;3;0.9;const;KnnBagging;0.97333336;0.013333334;0.9822223;0.97333336;0.97333336;0.97333336
5;3;0.9;const;KnnBagging;0.9533333;0.023333333;0.9688889;0.95344806;0.9533333;0.95332867
10;3;0.9;const;KnnBagging;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
2;3;0.9;const;KnnAdaBoost;0.96;0.02;0.97333336;0.96;0.96;0.96
3;3;0.9;const;KnnAdaBoost;0.94666666;0.026666667;0.96444446;0.94711536;0.94666666;0.9466453
5;3;0.9;const;KnnAdaBoost;0.94666666;0.026666667;0.96444446;0.94666666;0.94666666;0.94666666
10;3;0.9;const;KnnAdaBoost;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
2;3;0.9;growing;KnnBagging;0.96;0.02;0.97333336;0.96;0.96;0.96
3;3;0.9;growing;KnnBagging;0.96;0.02;0.97333336;0.96;0.96;0.96
5;3;0.9;growing;KnnBagging;0.94666666;0.026666667;0.96444446;0.94847023;0.94666666;0.94658124
10;3;0.9;growing;KnnBagging;0.94666666;0.026666667;0.96444446;0.94666666;0.94666666;0.94666666
2;3;0.9;growing;KnnAdaBoost;0.87333333;0.06333333;0.91555554;0.87341064;0.87333333;0.8703659
3;3;0.9;growing;KnnAdaBoost;0.94666666;0.026666667;0.96444446;0.94711536;0.94666666;0.9466453
5;3;0.9;growing;KnnAdaBoost;0.94666666;0.026666667;0.96444446;0.94711536;0.94666666;0.9466453
10;3;0.9;growing;KnnAdaBoost;0.92;0.04;0.94666666;0.9201041;0.92;0.9199927
2;3;0.9;falling;KnnBagging;0.96;0.02;0.97333336;0.96;0.96;0.96
3;3;0.9;falling;KnnBagging;0.96;0.02;0.97333336;0.96;0.96;0.96
5;3;0.9;falling;KnnBagging;0.96;0.02;0.97333336;0.9604701;0.96;0.959984
10;3;0.9;falling;KnnBagging;0.97333336;0.013333334;0.9822223;0.97333336;0.97333336;0.97333336
2;3;0.9;falling;KnnAdaBoost;0.94666666;0.026666667;0.96444446;0.94666666;0.94666666;0.94666666
3;3;0.9;falling;KnnAdaBoost;0.82666665;0.086666666;0.8844445;0.8338319;0.82666665;0.8264753
5;3;0.9;falling;KnnAdaBoost;0.9066667;0.046666667;0.9377778;0.9118338;0.9066667;0.9041715
10;3;0.9;falling;KnnAdaBoost;0.87333333;0.06333333;0.91555554;0.8738402;0.87333333;0.8735267
2;3;1.0;const;KnnBagging;0.96;0.02;0.97333336;0.96;0.96;0.96
3;3;1.0;const;KnnBagging;0.96;0.02;0.97333336;0.96;0.96;0.96
5;3;1.0;const;KnnBagging;0.96666664;0.016666668;0.9777777;0.96775055;0.96666664;0.96663666
10;3;1.0;const;KnnBagging;0.96;0.02;0.97333336;0.9604701;0.96;0.959984
2;3;1.0;const;KnnAdaBoost;0.9;0.05;0.93333334;0.90155846;0.9;0.8985789
3;3;1.0;const;KnnAdaBoost;0.94666666;0.026666667;0.96444446;0.94666666;0.94666666;0.94666666
5;3;1.0;const;KnnAdaBoost;0.94;0.03;0.96;0.9409875;0.94;0.9399459
10;3;1.0;const;KnnAdaBoost;0.94;0.03;0.96;0.93985546;0.94;0.9393634
2;3;1.0;growing;KnnBagging;0.97333336;0.013333334;0.9822223;0.97382474;0.97333336;0.97332263
3;3;1.0;growing;KnnBagging;0.9533333;0.023333333;0.9688889;0.9543691;0.9533333;0.9532913
5;3;1.0;growing;KnnBagging;0.96666664;0.016666668;0.9777777;0.96775055;0.96666664;0.96663666
10;3;1.0;growing;KnnBagging;0.96;0.02;0.97333336;0.96;0.96;0.96
2;3;1.0;growing;KnnAdaBoost;0.94;0.03;0.96;0.94276094;0.94;0.9398497
3;3;1.0;growing;KnnAdaBoost;0.9533333;0.023333333;0.9688889;0.95495135;0.9533333;0.95334727
5;3;1.0;growing;KnnAdaBoost;0.9533333;0.023333333;0.9688889;0.95344806;0.9533333;0.95332867
10;3;1.0;growing;KnnAdaBoost;0.93333334;0.033333335;0.9555555;0.9337607;0.93333334;0.9333067
2;3;1.0;falling;KnnBagging;0.9533333;0.023333333;0.9688889;0.956229;0.9533333;0.9532164
3;3;1.0;falling;KnnBagging;0.9533333;0.023333333;0.9688889;0.9543691;0.9533333;0.9532913
5;3;1.0;falling;KnnBagging;0.97333336;0.013333334;0.9822223;0.97382474;0.97333336;0.97332263
10;3;1.0;falling;KnnBagging;0.97333336;0.013333334;0.9822223;0.97382474;0.97333336;0.97332263
2;3;1.0;falling;KnnAdaBoost;0.94;0.03;0.96;0.9409875;0.94;0.939946
3;3;1.0;falling;KnnAdaBoost;0.81333333;0.093333334;0.8755555;0.8528529;0.81333333;0.81553495
5;3;1.0;falling;KnnAdaBoost;0.8466667;0.07666667;0.8977778;0.85000837;0.8466667;0.84755534
10;3;1.0;falling;KnnAdaBoost;0.79333335;0.10333333;0.8622223;0.79624546;0.79333335;0.7920112
2;5;0.1;const;KnnBagging;0.9;0.050000004;0.93333334;0.923077;0.9;0.8976983
3;5;0.1;const;KnnBagging;0.7733333;0.11333334;0.8488889;0.86507934;0.7733333;0.7437057
5;5;0.1;const;KnnBagging;0.91333336;0.043333333;0.9422222;0.913432;0.91333336;0.9133247
10;5;0.1;const;KnnBagging;0.94;0.03;0.96;0.9401094;0.94;0.939994
2;5;0.1;const;KnnAdaBoost;0.61333334;0.19333333;0.74222225;0.7139513;0.61333334;0.6029918
3;5;0.1;const;KnnAdaBoost;0.92;0.04;0.94666666;0.92163175;0.92;0.9198718
5;5;0.1;const;KnnAdaBoost;0.94666666;0.026666667;0.96444446;0.9507576;0.94666666;0.946474
10;5;0.1;const;KnnAdaBoost;0.9266667;0.036666665;0.95111114;0.927606;0.9266667;0.92660064
2;5;0.1;growing;KnnBagging;0.9066667;0.046666667;0.9377778;0.9106844;0.9066667;0.90607953
3;5;0.1;growing;KnnBagging;0.91333336;0.043333333;0.9422222;0.913432;0.91333336;0.9133247
5;5;0.1;growing;KnnBagging;0.94;0.03;0.96;0.9401094;0.94;0.939994
10;5;0.1;growing;KnnBagging;0.93333334;0.033333335;0.9555555;0.9330066;0.93333334;0.9329831
2;5;0.1;growing;KnnAdaBoost;0.28;0.36;0.52;0.104477614;0.28;0.15217392
3;5;0.1;growing;KnnAdaBoost;0.46666667;0.26666668;0.6444444;0.5728481;0.46666667;0.4436917
5;5;0.1;growing;KnnAdaBoost;0.82666665;0.086666666;0.8844445;0.83586997;0.82666665;0.8271983
10;5;0.1;growing;KnnAdaBoost;0.7266667;0.13666667;0.8177778;0.76390076;0.7266667;0.7315774
2;5;0.1;falling;KnnBagging;0.87333333;0.06333333;0.91555554;0.87363017;0.87333333;0.87007153
3;5;0.1;falling;KnnBagging;0.91333336;0.043333333;0.9422222;0.91578686;0.91333336;0.9141067
5;5;0.1;falling;KnnBagging;0.93333334;0.033333335;0.9555555;0.9372294;0.93333334;0.9330925
10;5;0.1;falling;KnnBagging;0.94666666;0.026666667;0.96444446;0.9475247;0.94666666;0.9462682
2;5;0.1;falling;KnnAdaBoost;0.06666667;0.46666667;0.37777779;0.05041531;0.06666667;0.057396095
3;5;0.1;falling;KnnAdaBoost;0.40666667;0.29666665;0.60444444;0.55420053;0.40666667;0.4177291
5;5;0.1;falling;KnnAdaBoost;0.70666665;0.14666666;0.80444443;0.72001797;0.70666665;0.70659536
10;5;0.1;falling;KnnAdaBoost;0.54;0.23;0.69333327;0.6111111;0.54;0.5359016
2;5;0.5;const;KnnBagging;0.98;0.01;0.9866667;0.9801254;0.98;0.979998
3;5;0.5;const;KnnBagging;0.96;0.02;0.97333336;0.96;0.96;0.96
5;5;0.5;const;KnnBagging;0.96666664;0.016666668;0.9777777;0.96775055;0.96666664;0.96663666
10;5;0.5;const;KnnBagging;0.96666664;0.016666668;0.9777777;0.96775055;0.96666664;0.96663666
2;5;0.5;const;KnnAdaBoost;0.94666666;0.026666667;0.96444446;0.94711536;0.94666666;0.9466453
3;5;0.5;const;KnnAdaBoost;0.96;0.02;0.97333336;0.96;0.96;0.96
5;5;0.5;const;KnnAdaBoost;0.9533333;0.023333333;0.9688889;0.95344806;0.9533333;0.95332867
10;5;0.5;const;KnnAdaBoost;0.96;0.02;0.97333336;0.96;0.96;0.96
2;5;0.5;growing;KnnBagging;0.96;0.02;0.97333336;0.96188945;0.96;0.9599359
3;5;0.5;growing;KnnBagging;0.9533333;0.023333333;0.9688889;0.9543691;0.9533333;0.9532913
5;5;0.5;growing;KnnBagging;0.96;0.02;0.97333336;0.9604701;0.96;0.959984
10;5;0.5;growing;KnnBagging;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
2;5;0.5;growing;KnnAdaBoost;0.94666666;0.026666667;0.96444446;0.94711536;0.94666666;0.9466453
3;5;0.5;growing;KnnAdaBoost;0.9533333;0.023333333;0.9688889;0.956229;0.9533333;0.9532164
5;5;0.5;growing;KnnAdaBoost;0.9533333;0.023333333;0.9688889;0.9543691;0.9533333;0.9532913
10;5;0.5;growing;KnnAdaBoost;0.96;0.02;0.97333336;0.9604701;0.96;0.959984
2;5;0.5;falling;KnnBagging;0.96;0.02;0.97333336;0.9604701;0.96;0.95998394
3;5;0.5;falling;KnnBagging;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
5;5;0.5;falling;KnnBagging;0.96;0.02;0.97333336;0.96188945;0.96;0.9599359
10;5;0.5;falling;KnnBagging;0.96;0.02;0.97333336;0.96;0.96;0.96
2;5;0.5;falling;KnnAdaBoost;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
3;5;0.5;falling;KnnAdaBoost;0.96;0.02;0.97333336;0.9604701;0.96;0.959984
5;5;0.5;falling;KnnAdaBoost;0.94666666;0.026666667;0.96444446;0.94666666;0.94666666;0.94666666
10;5;0.5;falling;KnnAdaBoost;0.94666666;0.026666667;0.96444446;0.94666666;0.94666666;0.94666666
2;5;0.75;const;KnnBagging;0.96;0.02;0.97333336;0.96;0.96;0.96
3;5;0.75;const;KnnBagging;0.9533333;0.023333333;0.9688889;0.95344806;0.9533333;0.95332867
5;5;0.75;const;KnnBagging;0.96666664;0.016666668;0.9777777;0.96775055;0.96666664;0.96663666
10;5;0.75;const;KnnBagging;0.96;0.02;0.97333336;0.96;0.96;0.96
2;5;0.75;const;KnnAdaBoost;0.96;0.02;0.97333336;0.9604701;0.96;0.959984
3;5;0.75;const;KnnAdaBoost;0.9266667;0.036666665;0.95111114;0.927606;0.9266667;0.92660064
5;5;0.75;const;KnnAdaBoost;0.96;0.02;0.97333336;0.9604701;0.96;0.95998394
10;5;0.75;const;KnnAdaBoost;0.93333334;0.033333335;0.9555555;0.9329198;0.93333334;0.93306327
2;5;0.75;growing;KnnBagging;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
3;5;0.75;growing;KnnBagging;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
5;5;0.75;growing;KnnBagging;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
10;5;0.75;growing;KnnBagging;0.9533333;0.023333333;0.9688889;0.95344806;0.9533333;0.95332867
2;5;0.75;growing;KnnAdaBoost;0.94666666;0.026666667;0.96444446;0.94666666;0.94666666;0.94666666
3;5;0.75;growing;KnnAdaBoost;0.94666666;0.026666667;0.96444446;0.94711536;0.94666666;0.9466453
5;5;0.75;growing;KnnAdaBoost;0.94;0.03;0.96;0.93958646;0.94;0.93973005
10;5;0.75;growing;KnnAdaBoost;0.94666666;0.026666667;0.96444446;0.94711536;0.94666666;0.9466453
2;5;0.75;falling;KnnBagging;0.96;0.02;0.97333336;0.96;0.96;0.96
3;5;0.75;falling;KnnBagging;0.96666664;0.016666668;0.9777777;0.96775055;0.96666664;0.96663666
5;5;0.75;falling;KnnBagging;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
10;5;0.75;falling;KnnBagging;0.96;0.02;0.97333336;0.96;0.96;0.96
2;5;0.75;falling;KnnAdaBoost;0.9533333;0.023333333;0.9688889;0.95344806;0.9533333;0.95332867
3;5;0.75;falling;KnnAdaBoost;0.96;0.02;0.97333336;0.96;0.96;0.96
5;5;0.75;falling;KnnAdaBoost;0.85333335;0.07333333;0.9022223;0.8823529;0.85333335;0.85168535
10;5;0.75;falling;KnnAdaBoost;0.91333336;0.043333333;0.9422223;0.91403806;0.91333336;0.91247916
2;5;0.9;const;KnnBagging;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
3;5;0.9;const;KnnBagging;0.9533333;0.023333333;0.9688889;0.95344806;0.9533333;0.95332867
5;5;0.9;const;KnnBagging;0.96;0.02;0.97333336;0.9604701;0.96;0.959984
10;5;0.9;const;KnnBagging;0.97333336;0.013333334;0.9822223;0.97382474;0.97333336;0.97332263
2;5;0.9;const;KnnAdaBoost;0.96;0.02;0.97333336;0.9604701;0.96;0.959984
3;5;0.9;const;KnnAdaBoost;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
5;5;0.9;const;KnnAdaBoost;0.93333334;0.033333335;0.9555555;0.93333334;0.93333334;0.93333334
10;5;0.9;const;KnnAdaBoost;0.9533333;0.023333333;0.9688889;0.95344806;0.9533333;0.95332867
2;5;0.9;growing;KnnBagging;0.98;0.01;0.9866667;0.9801254;0.98;0.979998
3;5;0.9;growing;KnnBagging;0.9533333;0.023333333;0.9688889;0.95344806;0.9533333;0.95332867
5;5;0.9;growing;KnnBagging;0.9533333;0.023333333;0.9688889;0.95344806;0.9533333;0.95332867
10;5;0.9;growing;KnnBagging;0.9533333;0.023333333;0.9688889;0.95344806;0.9533333;0.95332867
2;5;0.9;growing;KnnAdaBoost;0.9533333;0.023333333;0.9688889;0.95344806;0.9533333;0.95332867
3;5;0.9;growing;KnnAdaBoost;0.93333334;0.033333335;0.9555555;0.9350533;0.93333334;0.93376803
5;5;0.9;growing;KnnAdaBoost;0.94;0.03;0.96;0.9401362;0.94;0.939628
10;5;0.9;growing;KnnAdaBoost;0.96;0.02;0.97333336;0.96;0.96;0.96
2;5;0.9;falling;KnnBagging;0.97333336;0.013333334;0.9822223;0.97382474;0.97333336;0.97332263
3;5;0.9;falling;KnnBagging;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
5;5;0.9;falling;KnnBagging;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
10;5;0.9;falling;KnnBagging;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
2;5;0.9;falling;KnnAdaBoost;0.9533333;0.023333333;0.9688889;0.95344806;0.9533333;0.95332867
3;5;0.9;falling;KnnAdaBoost;0.96;0.02;0.97333336;0.96;0.96;0.96
5;5;0.9;falling;KnnAdaBoost;0.94;0.03;0.96;0.9401094;0.94;0.939994
10;5;0.9;falling;KnnAdaBoost;0.96;0.02;0.97333336;0.9604701;0.96;0.959984
2;5;1.0;const;KnnBagging;0.96;0.02;0.97333336;0.96;0.96;0.96
3;5;1.0;const;KnnBagging;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
5;5;1.0;const;KnnBagging;0.9533333;0.023333333;0.9688889;0.95344806;0.9533333;0.95332867
10;5;1.0;const;KnnBagging;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
2;5;1.0;const;KnnAdaBoost;0.9533333;0.023333333;0.9688889;0.95344806;0.9533333;0.95332867
3;5;1.0;const;KnnAdaBoost;0.94666666;0.026666667;0.96444446;0.94711536;0.94666666;0.9466453
5;5;1.0;const;KnnAdaBoost;0.94666666;0.026666667;0.96444446;0.94711536;0.94666666;0.9466453
10;5;1.0;const;KnnAdaBoost;0.96;0.02;0.97333336;0.96;0.96;0.96
2;5;1.0;growing;KnnBagging;0.96;0.02;0.97333336;0.96;0.96;0.96
3;5;1.0;growing;KnnBagging;0.9533333;0.023333333;0.9688889;0.95344806;0.9533333;0.95332867
5;5;1.0;growing;KnnBagging;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
10;5;1.0;growing;KnnBagging;0.97333336;0.013333334;0.9822223;0.97382474;0.97333336;0.97332263
2;5;1.0;growing;KnnAdaBoost;0.96;0.02;0.97333336;0.9604701;0.96;0.95998394
3;5;1.0;growing;KnnAdaBoost;0.94666666;0.026666667;0.96444446;0.94666666;0.94666666;0.94666666
5;5;1.0;growing;KnnAdaBoost;0.94666666;0.026666667;0.96444446;0.94666666;0.94666666;0.94666666
10;5;1.0;growing;KnnAdaBoost;0.96;0.02;0.97333336;0.96;0.96;0.96
2;5;1.0;falling;KnnBagging;0.96;0.02;0.97333336;0.96;0.96;0.96
3;5;1.0;falling;KnnBagging;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
5;5;1.0;falling;KnnBagging;0.94;0.03;0.96;0.9401094;0.94;0.939994
10;5;1.0;falling;KnnBagging;0.96;0.02;0.97333336;0.96;0.96;0.96
2;5;1.0;falling;KnnAdaBoost;0.79333335;0.10333333;0.8622223;0.7948823;0.79333335;0.7931411
3;5;1.0;falling;KnnAdaBoost;0.82;0.09;0.88;0.86263317;0.82;0.821763
5;5;1.0;falling;KnnAdaBoost;0.96;0.02;0.97333336;0.96;0.96;0.96
10;5;1.0;falling;KnnAdaBoost;0.96;0.02;0.97333336;0.96;0.96;0.96
2;10;0.1;const;KnnBagging;0.9266667;0.036666665;0.95111114;0.9318645;0.9266667;0.92630553
3;10;0.1;const;KnnBagging;0.91333336;0.043333333;0.9422222;0.93121696;0.91333336;0.9118435
5;10;0.1;const;KnnBagging;0.91333336;0.043333333;0.9422222;0.91422457;0.91333336;0.9132552
10;10;0.1;const;KnnBagging;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
2;10;0.1;const;KnnAdaBoost;0.88666666;0.05666667;0.9244445;0.88675475;0.88666666;0.8866553
3;10;0.1;const;KnnAdaBoost;0.9066667;0.046666667;0.9377778;0.9166667;0.9066667;0.90572387
5;10;0.1;const;KnnAdaBoost;0.93333334;0.033333335;0.9555555;0.9403393;0.93333334;0.9329038
10;10;0.1;const;KnnAdaBoost;0.92;0.04;0.94666666;0.920406;0.92;0.91996795
2;10;0.1;growing;KnnBagging;0.92;0.04;0.94666666;0.93548393;0.92;0.91883117
3;10;0.1;growing;KnnBagging;0.92;0.04;0.94666666;0.92665577;0.92;0.91948473
5;10;0.1;growing;KnnBagging;0.94666666;0.026666667;0.96444446;0.9484702;0.94666666;0.94658124
10;10;0.1;growing;KnnBagging;0.94;0.03;0.96;0.9401094;0.94;0.939994
2;10;0.1;growing;KnnAdaBoost;0.46666667;0.26666668;0.64444447;0.5594437;0.46666667;0.48126388
3;10;0.1;growing;KnnAdaBoost;0.9266667;0.036666665;0.95111114;0.92677075;0.9266667;0.92665935
5;10;0.1;growing;KnnAdaBoost;0.7733333;0.11333334;0.84888893;0.84444445;0.7733333;0.7757835
10;10;0.1;growing;KnnAdaBoost;0.8466667;0.07666667;0.89777774;0.8551515;0.8466667;0.8494403
2;10;0.1;falling;KnnBagging;0.8933333;0.053333335;0.92888886;0.9071873;0.8933333;0.8917749
3;10;0.1;falling;KnnBagging;0.94666666;0.026666667;0.96444446;0.954023;0.94666666;0.94632316
5;10;0.1;falling;KnnBagging;0.94;0.03;0.96;0.9409875;0.94;0.9399459
10;10;0.1;falling;KnnBagging;0.93333334;0.033333335;0.9555555;0.9337607;0.93333334;0.9333067
2;10;0.1;falling;KnnAdaBoost;0.27333334;0.36333334;0.51555556;0.1919192;0.27333334;0.22528735
3;10;0.1;falling;KnnAdaBoost;0.9266667;0.036666665;0.95111114;0.93989074;0.9266667;0.92576844
5;10;0.1;falling;KnnAdaBoost;0.93333334;0.033333335;0.9555555;0.93505096;0.93333334;0.9332265
10;10;0.1;falling;KnnAdaBoost;0.82666665;0.086666666;0.8844445;0.8567627;0.82666665;0.830806
2;10;0.5;const;KnnBagging;0.97333336;0.013333334;0.9822223;0.97333336;0.97333336;0.97333336
3;10;0.5;const;KnnBagging;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
5;10;0.5;const;KnnBagging;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
10;10;0.5;const;KnnBagging;0.96;0.02;0.97333336;0.9604701;0.96;0.959984
2;10;0.5;const;KnnAdaBoost;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
3;10;0.5;const;KnnAdaBoost;0.96;0.02;0.97333336;0.96;0.96;0.96
5;10;0.5;const;KnnAdaBoost;0.94;0.03;0.96;0.9401094;0.94;0.939994
10;10;0.5;const;KnnAdaBoost;0.9533333;0.023333333;0.9688889;0.95344806;0.9533333;0.95332867
2;10;0.5;growing;KnnBagging;0.97333336;0.013333334;0.9822223;0.97382474;0.97333336;0.97332263
3;10;0.5;growing;KnnBagging;0.96;0.02;0.97333336;0.9604701;0.96;0.95998394
5;10;0.5;growing;KnnBagging;0.9533333;0.023333333;0.9688889;0.9543691;0.9533333;0.9532913
10;10;0.5;growing;KnnBagging;0.97333336;0.013333334;0.9822223;0.97333336;0.97333336;0.97333336
2;10;0.5;growing;KnnAdaBoost;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
3;10;0.5;growing;KnnAdaBoost;0.9533333;0.023333333;0.9688889;0.95344806;0.9533333;0.95332867
5;10;0.5;growing;KnnAdaBoost;0.96;0.02;0.97333336;0.96;0.96;0.96
10;10;0.5;growing;KnnAdaBoost;0.97333336;0.013333334;0.9822223;0.97382474;0.97333336;0.97332263
2;10;0.5;falling;KnnBagging;0.94666666;0.026666667;0.96444446;0.95075756;0.94666666;0.946474
3;10;0.5;falling;KnnBagging;0.96;0.02;0.97333336;0.9604701;0.96;0.959984
5;10;0.5;falling;KnnBagging;0.96;0.02;0.97333336;0.9604701;0.96;0.959984
10;10;0.5;falling;KnnBagging;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
2;10;0.5;falling;KnnAdaBoost;0.9266667;0.036666665;0.95111114;0.927606;0.9266667;0.92660064
3;10;0.5;falling;KnnAdaBoost;0.9533333;0.023333333;0.9688889;0.9543691;0.9533333;0.9532913
5;10;0.5;falling;KnnAdaBoost;0.96;0.02;0.97333336;0.96;0.96;0.96
10;10;0.5;falling;KnnAdaBoost;0.96;0.02;0.97333336;0.96;0.96;0.96
2;10;0.75;const;KnnBagging;0.96;0.02;0.97333336;0.96;0.96;0.96
3;10;0.75;const;KnnBagging;0.96;0.02;0.97333336;0.9604701;0.96;0.959984
5;10;0.75;const;KnnBagging;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
10;10;0.75;const;KnnBagging;0.97333336;0.013333334;0.9822223;0.97382474;0.97333336;0.97332263
2;10;0.75;const;KnnAdaBoost;0.9533333;0.023333333;0.9688889;0.95344806;0.9533333;0.95332867
3;10;0.75;const;KnnAdaBoost;0.96;0.02;0.97333336;0.9604701;0.96;0.959984
5;10;0.75;const;KnnAdaBoost;0.93333334;0.033333335;0.9555555;0.93333334;0.93333334;0.93333334
10;10;0.75;const;KnnAdaBoost;0.94666666;0.026666667;0.96444446;0.94711536;0.94666666;0.9466453
2;10;0.75;growing;KnnBagging;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
3;10;0.75;growing;KnnBagging;0.96;0.02;0.97333336;0.96;0.96;0.96
5;10;0.75;growing;KnnBagging;0.94666666;0.026666667;0.96444446;0.94666666;0.94666666;0.94666666
10;10;0.75;growing;KnnBagging;0.96;0.02;0.97333336;0.96;0.96;0.96
2;10;0.75;growing;KnnAdaBoost;0.97333336;0.013333334;0.9822223;0.97333336;0.97333336;0.97333336
3;10;0.75;growing;KnnAdaBoost;0.93333334;0.033333335;0.9555555;0.93505096;0.93333334;0.9332265
5;10;0.75;growing;KnnAdaBoost;0.96;0.02;0.97333336;0.96;0.96;0.96
