glass
distance;votingInput;folds;k;TP;FP;Accuracy;Precision;Recall;F
Minkovsky[5];weightedWithSquare;5;3;0.96;0.02;0.97333336;0.96;0.96;0.96
Minkovsky[5];weightedWithSquare;5;5;0.96;0.02;0.97333336;0.96;0.96;0.96
Minkovsky[5];weightedWithSquare;5;7;0.96;0.02;0.97333336;0.96;0.96;0.96
Minkovsky[5];weightedWithSquare;5;11;0.96;0.02;0.97333336;0.96;0.96;0.96
Minkovsky[5];weightedWithSquare;5;13;0.96;0.02;0.97333336;0.96;0.96;0.96
Minkovsky[5];weightedWithSquare;5;17;0.96;0.02;0.97333336;0.96;0.96;0.96
Minkovsky[5];weightedWithSquare;5;19;0.96;0.02;0.97333336;0.96;0.96;0.96
Minkovsky[5];weightedWithSquare;5;23;0.96;0.02;0.97333336;0.96;0.96;0.96
Minkovsky[5];weightedWithSquare;10;1;0.96;0.02;0.97333336;0.96;0.96;0.96
Minkovsky[5];weightedWithSquare;10;3;0.96;0.02;0.97333336;0.96;0.96;0.96
Minkovsky[5];weightedWithSquare;10;5;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
Minkovsky[5];weightedWithSquare;10;7;0.96;0.02;0.97333336;0.96;0.96;0.96
Minkovsky[5];weightedWithSquare;10;11;0.96;0.02;0.97333336;0.96;0.96;0.96
Minkovsky[5];weightedWithSquare;10;13;0.96;0.02;0.97333336;0.96;0.96;0.96
Minkovsky[5];weightedWithSquare;10;17;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
Minkovsky[5];weightedWithSquare;10;19;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
Minkovsky[5];weightedWithSquare;10;23;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
Chebyshev;constant;2;1;0.64666665;0.17666666;0.7644444;0.75213677;0.64666665;0.5741721
Chebyshev;constant;2;3;0.88;0.06;0.92;0.9004869;0.88;0.8778963
Chebyshev;constant;2;5;0.74666667;0.12666667;0.83111113;0.8091787;0.74666667;0.72990525
Chebyshev;constant;2;7;0.62;0.19;0.74666667;0.71944505;0.62;0.5770326
Chebyshev;constant;2;11;0.42;0.29;0.61333334;0.6894159;0.42;0.3267702
Chebyshev;constant;2;13;0.40666667;0.29666665;0.60444444;0.72165453;0.40666667;0.30487785
Chebyshev;constant;2;17;0.34;0.33;0.56;0.44519016;0.34;0.1805761
Chebyshev;constant;2;19;0.34;0.33;0.56;0.44519016;0.34;0.1805761
Chebyshev;constant;2;23;0.33333334;0.33333334;0.5555556;0.11111112;0.33333334;0.16666667
Chebyshev;constant;3;1;0.6666667;0.16666667;0.77777773;0.75263715;0.6666667;0.6323698
Chebyshev;constant;3;3;0.9066667;0.046666667;0.9377778;0.9134782;0.9066667;0.9059731
Chebyshev;constant;3;5;0.8;0.1;0.8666667;0.83254606;0.8;0.79494864
Chebyshev;constant;3;7;0.67333335;0.16333333;0.7822222;0.7482664;0.67333335;0.6511113
Chebyshev;constant;3;11;0.4;0.3;0.6;0.6092266;0.4;0.29641026
Chebyshev;constant;3;13;0.34666666;0.32666665;0.5644444;0.7792793;0.34666666;0.19449398
Chebyshev;constant;3;17;0.33333334;0.33333334;0.5555556;0.11111112;0.33333334;0.16666667
Chebyshev;constant;3;19;0.33333334;0.33333334;0.5555556;0.11111112;0.33333334;0.16666667
Chebyshev;constant;3;23;0.33333334;0.33333334;0.5555556;0.11111112;0.33333334;0.16666667
Chebyshev;constant;5;1;0.84;0.08;0.8933333;0.8685074;0.84;0.83029807
Chebyshev;constant;5;3;0.94666666;0.026666667;0.96444446;0.94901955;0.94666666;0.9464973
Chebyshev;constant;5;5;0.84;0.08;0.8933333;0.8614333;0.84;0.83733386
Chebyshev;constant;5;7;0.67333335;0.16333333;0.7822222;0.751634;0.67333335;0.6598578
Chebyshev;constant;5;11;0.48;0.26;0.6533333;0.7322751;0.48;0.42411616
Chebyshev;constant;5;13;0.42666668;0.28666666;0.6177778;0.7892157;0.42666668;0.34259406
Chebyshev;constant;5;17;0.48666668;0.25666666;0.6577778;0.31558642;0.48666668;0.3757464
Chebyshev;constant;5;19;0.5733333;0.21333334;0.71555555;0.39758673;0.5733333;0.4676329
Chebyshev;constant;5;23;0.6666667;0.16666667;0.7777778;0.5;0.6666667;0.5555556
Chebyshev;constant;10;1;0.88666666;0.05666667;0.9244444;0.9021389;0.88666666;0.8825532
Chebyshev;constant;10;3;0.93333334;0.033333335;0.9555555;0.93809307;0.93333334;0.9329951
Chebyshev;constant;10;5;0.8466667;0.07666667;0.8977778;0.8629676;0.8466667;0.8452632
Chebyshev;constant;10;7;0.75333333;0.123333335;0.8355555;0.7936508;0.75333333;0.74692595
Chebyshev;constant;10;11;0.74;0.13;0.82666665;0.8539326;0.74;0.69336003
Chebyshev;constant;10;13;0.8466667;0.07666667;0.8977778;0.8949772;0.8466667;0.8381023
Chebyshev;constant;10;17;0.82;0.09;0.88;0.85407287;0.82;0.81811124
Chebyshev;constant;10;19;0.6066667;0.19666667;0.73777777;0.7890966;0.6066667;0.59378844
Chebyshev;constant;10;23;0.5733333;0.21333334;0.71555555;0.7097001;0.5733333;0.5199417
Chebyshev;proportional;2;1;0.92;0.04;0.94666666;0.9354838;0.92;0.91883117
Chebyshev;proportional;2;3;0.94;0.03;0.96;0.9491525;0.94;0.93951
Chebyshev;proportional;2;5;0.9266667;0.036666665;0.95111114;0.93989074;0.9266667;0.92576844
Chebyshev;proportional;2;7;0.91333336;0.043333333;0.9422223;0.92789024;0.91333336;0.9122061
Chebyshev;proportional;2;11;0.9066667;0.046666667;0.9377778;0.9178373;0.9066667;0.9046879
Chebyshev;proportional;2;13;0.8933333;0.053333335;0.928889;0.90476197;0.8933333;0.8916524
Chebyshev;proportional;2;17;0.87333333;0.06333333;0.91555554;0.8874241;0.87333333;0.8713866
Chebyshev;proportional;2;19;0.8666667;0.06666667;0.9111111;0.8821984;0.8666667;0.8648709
Chebyshev;proportional;2;23;0.8333333;0.083333336;0.88888884;0.85796744;0.8333333;0.8312264
Chebyshev;proportional;3;1;0.94666666;0.026666667;0.96444446;0.95075756;0.94666666;0.946474
Chebyshev;proportional;3;3;0.9533333;0.023333333;0.9688889;0.956229;0.9533333;0.9532164
Chebyshev;proportional;3;5;0.94666666;0.026666667;0.96444446;0.95075756;0.94666666;0.946474
Chebyshev;proportional;3;7;0.94;0.03;0.96;0.94346404;0.94;0.93975943
Chebyshev;proportional;3;11;0.94;0.03;0.96;0.94346404;0.94;0.93975943
Chebyshev;proportional;3;13;0.93333334;0.033333335;0.9555555;0.93639386;0.93333334;0.9330439
Chebyshev;proportional;3;17;0.8933333;0.053333335;0.92888886;0.8997339;0.8933333;0.8925999
Chebyshev;proportional;3;19;0.88;0.06;0.92;0.8876891;0.88;0.8788507
Chebyshev;proportional;3;23;0.8666667;0.06666667;0.9111111;0.9003267;0.8666667;0.86201316
Chebyshev;proportional;5;1;0.9533333;0.023333333;0.9688889;0.956229;0.9533333;0.9532164
Chebyshev;proportional;5;3;0.96666664;0.016666668;0.9777777;0.96775055;0.96666664;0.96663666
Chebyshev;proportional;5;5;0.9533333;0.023333333;0.9688889;0.956229;0.9533333;0.9532164
Chebyshev;proportional;5;7;0.9533333;0.023333333;0.9688889;0.956229;0.9533333;0.9532164
Chebyshev;proportional;5;11;0.9533333;0.023333333;0.9688889;0.956229;0.9533333;0.9532164
Chebyshev;proportional;5;13;0.94666666;0.026666667;0.96444446;0.954023;0.94666666;0.94632316
Chebyshev;proportional;5;17;0.92;0.04;0.94666666;0.9354838;0.92;0.91883117
Chebyshev;proportional;5;19;0.88666666;0.05666667;0.9244445;0.91542286;0.88666666;0.88329387
Chebyshev;proportional;5;23;0.91333336;0.043333333;0.9422222;0.93121696;0.91333336;0.9118435
Chebyshev;proportional;10;1;0.97333336;0.013333334;0.9822223;0.97382474;0.97333336;0.97332263
Chebyshev;proportional;10;3;0.97333336;0.013333334;0.9822223;0.97382474;0.97333336;0.97332263
Chebyshev;proportional;10;5;0.97333336;0.013333334;0.9822223;0.97382474;0.97333336;0.97332263
Chebyshev;proportional;10;7;0.97333336;0.013333334;0.9822223;0.97382474;0.97333336;0.97332263
Chebyshev;proportional;10;11;0.97333336;0.013333334;0.9822223;0.97530866;0.97333336;0.9732906
Chebyshev;proportional;10;13;0.97333336;0.013333334;0.9822223;0.97382474;0.97333336;0.97332263
Chebyshev;proportional;10;17;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
Chebyshev;proportional;10;19;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
Chebyshev;proportional;10;23;0.96666664;0.016666668;0.9777777;0.96969694;0.96666664;0.96658313
Chebyshev;weightedWithDistance;2;1;0.92;0.04;0.94666666;0.9354838;0.92;0.91883117
Chebyshev;weightedWithDistance;2;3;0.94;0.03;0.96;0.9491525;0.94;0.93951
Chebyshev;weightedWithDistance;2;5;0.9266667;0.036666665;0.95111114;0.93989074;0.9266667;0.92576844
Chebyshev;weightedWithDistance;2;7;0.91333336;0.043333333;0.9422223;0.92789024;0.91333336;0.9122061
Chebyshev;weightedWithDistance;2;11;0.9066667;0.046666667;0.9377778;0.9178373;0.9066667;0.9046879
Chebyshev;weightedWithDistance;2;13;0.8933333;0.053333335;0.928889;0.90476197;0.8933333;0.8916524
Chebyshev;weightedWithDistance;2;17;0.87333333;0.06333333;0.91555554;0.8874241;0.87333333;0.8713866
Chebyshev;weightedWithDistance;2;19;0.8666667;0.06666667;0.9111111;0.8821984;0.8666667;0.8648709
Chebyshev;weightedWithDistance;2;23;0.8333333;0.083333336;0.88888884;0.85796744;0.8333333;0.8312264
Chebyshev;weightedWithDistance;3;1;0.94666666;0.026666667;0.96444446;0.95075756;0.94666666;0.946474
Chebyshev;weightedWithDistance;3;3;0.9533333;0.023333333;0.9688889;0.956229;0.9533333;0.9532164
Chebyshev;weightedWithDistance;3;5;0.94666666;0.026666667;0.96444446;0.95075756;0.94666666;0.946474
Chebyshev;weightedWithDistance;3;7;0.94;0.03;0.96;0.94346404;0.94;0.93975943
Chebyshev;weightedWithDistance;3;11;0.94;0.03;0.96;0.94346404;0.94;0.93975943
Chebyshev;weightedWithDistance;3;13;0.93333334;0.033333335;0.9555555;0.93639386;0.93333334;0.9330439
Chebyshev;weightedWithDistance;3;17;0.8933333;0.053333335;0.92888886;0.8997339;0.8933333;0.8925999
Chebyshev;weightedWithDistance;3;19;0.88;0.06;0.92;0.8876891;0.88;0.8788507
Chebyshev;weightedWithDistance;3;23;0.8666667;0.06666667;0.9111111;0.9003267;0.8666667;0.86201316
Chebyshev;weightedWithDistance;5;1;0.9533333;0.023333333;0.9688889;0.956229;0.9533333;0.9532164
Chebyshev;weightedWithDistance;5;3;0.96666664;0.016666668;0.9777777;0.96775055;0.96666664;0.96663666
Chebyshev;weightedWithDistance;5;5;0.9533333;0.023333333;0.9688889;0.956229;0.9533333;0.9532164
Chebyshev;weightedWithDistance;5;7;0.9533333;0.023333333;0.9688889;0.956229;0.9533333;0.9532164
Chebyshev;weightedWithDistance;5;11;0.9533333;0.023333333;0.9688889;0.956229;0.9533333;0.9532164
Chebyshev;weightedWithDistance;5;13;0.94666666;0.026666667;0.96444446;0.954023;0.94666666;0.94632316
Chebyshev;weightedWithDistance;5;17;0.92;0.04;0.94666666;0.9354838;0.92;0.91883117
Chebyshev;weightedWithDistance;5;19;0.88666666;0.05666667;0.9244445;0.91542286;0.88666666;0.88329387
Chebyshev;weightedWithDistance;5;23;0.91333336;0.043333333;0.9422222;0.93121696;0.91333336;0.9118435
Chebyshev;weightedWithDistance;10;1;0.97333336;0.013333334;0.9822223;0.97382474;0.97333336;0.97332263
Chebyshev;weightedWithDistance;10;3;0.97333336;0.013333334;0.9822223;0.97382474;0.97333336;0.97332263
Chebyshev;weightedWithDistance;10;5;0.97333336;0.013333334;0.9822223;0.97382474;0.97333336;0.97332263
Chebyshev;weightedWithDistance;10;7;0.97333336;0.013333334;0.9822223;0.97382474;0.97333336;0.97332263
Chebyshev;weightedWithDistance;10;11;0.97333336;0.013333334;0.9822223;0.97530866;0.97333336;0.9732906
Chebyshev;weightedWithDistance;10;13;0.97333336;0.013333334;0.9822223;0.97382474;0.97333336;0.97332263
Chebyshev;weightedWithDistance;10;17;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
Chebyshev;weightedWithDistance;10;19;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
Chebyshev;weightedWithDistance;10;23;0.96666664;0.016666668;0.9777777;0.96969694;0.96666664;0.96658313
Chebyshev;weightedWithExp;2;1;0.85333335;0.07333333;0.9022223;0.893464;0.85333335;0.846981
Chebyshev;weightedWithExp;2;3;0.9066667;0.046666667;0.9377778;0.9270833;0.9066667;0.90480083
Chebyshev;weightedWithExp;2;5;0.87333333;0.06333333;0.91555554;0.90391177;0.87333333;0.8693979
Chebyshev;weightedWithExp;2;7;0.8466667;0.07666667;0.8977778;0.8857302;0.8466667;0.8404307
Chebyshev;weightedWithExp;2;11;0.84;0.08;0.8933333;0.87819093;0.84;0.8338871
Chebyshev;weightedWithExp;2;13;0.84;0.08;0.8933333;0.87819093;0.84;0.8338871
Chebyshev;weightedWithExp;2;17;0.84;0.08;0.8933333;0.87580615;0.84;0.8330448
Chebyshev;weightedWithExp;2;19;0.8333333;0.083333336;0.88888884;0.8686869;0.8333333;0.8265539
Chebyshev;weightedWithExp;2;23;0.8066667;0.096666664;0.87111115;0.8416257;0.8066667;0.80053616
Chebyshev;weightedWithExp;3;1;0.88;0.06;0.92;0.9006069;0.88;0.8774014
Chebyshev;weightedWithExp;3;3;0.9266667;0.036666665;0.95111114;0.9353727;0.9266667;0.9260678
Chebyshev;weightedWithExp;3;5;0.88;0.06;0.92;0.9006069;0.88;0.8774014
Chebyshev;weightedWithExp;3;7;0.88;0.06;0.92;0.9006069;0.88;0.8774014
Chebyshev;weightedWithExp;3;11;0.88;0.06;0.92;0.9006069;0.88;0.8774014
Chebyshev;weightedWithExp;3;13;0.88;0.06;0.92;0.9006069;0.88;0.8774014
Chebyshev;weightedWithExp;3;17;0.87333333;0.06333333;0.91555554;0.8929996;0.87333333;0.87075025
Chebyshev;weightedWithExp;3;19;0.86;0.07;0.9066667;0.8847708;0.86;0.85628927
Chebyshev;weightedWithExp;3;23;0.79333335;0.10333334;0.8622223;0.8668817;0.79333335;0.77373916
Chebyshev;weightedWithExp;5;1;0.91333336;0.043333333;0.9422222;0.92587924;0.91333336;0.91227186
Chebyshev;weightedWithExp;5;3;0.9533333;0.023333333;0.9688889;0.956229;0.9533333;0.9532164
Chebyshev;weightedWithExp;5;5;0.94;0.03;0.96;0.9454644;0.94;0.9397045
Chebyshev;weightedWithExp;5;7;0.91333336;0.043333333;0.9422222;0.92587924;0.91333336;0.91227186
Chebyshev;weightedWithExp;5;11;0.9066667;0.046666667;0.9377778;0.9182503;0.9066667;0.90558624
Chebyshev;weightedWithExp;5;13;0.88666666;0.05666667;0.9244445;0.91542286;0.88666666;0.88329387
Chebyshev;weightedWithExp;5;17;0.8333333;0.083333336;0.88888884;0.88888896;0.8333333;0.82222223
Chebyshev;weightedWithExp;5;19;0.7733333;0.11333334;0.8488889;0.86507934;0.7733333;0.7437057
Chebyshev;weightedWithExp;5;23;0.82666665;0.086666666;0.8844445;0.885965;0.82666665;0.81409985
Chebyshev;weightedWithExp;10;1;0.9266667;0.036666665;0.95111114;0.9353727;0.9266667;0.9260678
Chebyshev;weightedWithExp;10;3;0.9533333;0.023333333;0.9688889;0.956229;0.9533333;0.9532164
Chebyshev;weightedWithExp;10;5;0.9266667;0.036666665;0.95111114;0.9353727;0.9266667;0.9260678
Chebyshev;weightedWithExp;10;7;0.9266667;0.036666665;0.95111114;0.93989074;0.9266667;0.92576844
Chebyshev;weightedWithExp;10;11;0.91333336;0.043333333;0.9422222;0.93121696;0.91333336;0.9118435
Chebyshev;weightedWithExp;10;13;0.93333334;0.033333335;0.9555555;0.94444436;0.93333334;0.9326599
Chebyshev;weightedWithExp;10;17;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
Chebyshev;weightedWithExp;10;19;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
Chebyshev;weightedWithExp;10;23;0.9266667;0.036666665;0.95111114;0.93989074;0.9266667;0.92576844
Chebyshev;weightedWithSquare;2;1;0.96;0.02;0.97333336;0.96188945;0.96;0.9599359
Chebyshev;weightedWithSquare;2;3;0.96;0.02;0.97333336;0.96188945;0.96;0.9599359
Chebyshev;weightedWithSquare;2;5;0.96;0.02;0.97333336;0.96188945;0.96;0.9599359
Chebyshev;weightedWithSquare;2;7;0.96;0.02;0.97333336;0.96188945;0.96;0.9599359
Chebyshev;weightedWithSquare;2;11;0.96;0.02;0.97333336;0.96188945;0.96;0.9599359
Chebyshev;weightedWithSquare;2;13;0.96;0.02;0.97333336;0.96188945;0.96;0.9599359
Chebyshev;weightedWithSquare;2;17;0.96;0.02;0.97333336;0.96188945;0.96;0.9599359
Chebyshev;weightedWithSquare;2;19;0.96;0.02;0.97333336;0.96188945;0.96;0.9599359
Chebyshev;weightedWithSquare;2;23;0.96;0.02;0.97333336;0.96188945;0.96;0.9599359
Chebyshev;weightedWithSquare;3;1;0.97333336;0.013333334;0.9822223;0.97382474;0.97333336;0.97332263
Chebyshev;weightedWithSquare;3;3;0.97333336;0.013333334;0.9822223;0.97382474;0.97333336;0.97332263
Chebyshev;weightedWithSquare;3;5;0.97333336;0.013333334;0.9822223;0.97382474;0.97333336;0.97332263
Chebyshev;weightedWithSquare;3;7;0.97333336;0.013333334;0.9822223;0.97382474;0.97333336;0.97332263
Chebyshev;weightedWithSquare;3;11;0.97333336;0.013333334;0.9822223;0.97382474;0.97333336;0.97332263
Chebyshev;weightedWithSquare;3;13;0.97333336;0.013333334;0.9822223;0.97382474;0.97333336;0.97332263
Chebyshev;weightedWithSquare;3;17;0.97333336;0.013333334;0.9822223;0.97382474;0.97333336;0.97332263
Chebyshev;weightedWithSquare;3;19;0.97333336;0.013333334;0.9822223;0.97382474;0.97333336;0.97332263
Chebyshev;weightedWithSquare;3;23;0.9533333;0.023333333;0.9688889;0.956229;0.9533333;0.9532164
Chebyshev;weightedWithSquare;5;1;0.96;0.02;0.97333336;0.96;0.96;0.96
Chebyshev;weightedWithSquare;5;3;0.96;0.02;0.97333336;0.96;0.96;0.96
Chebyshev;weightedWithSquare;5;5;0.96;0.02;0.97333336;0.96;0.96;0.96
Chebyshev;weightedWithSquare;5;7;0.96;0.02;0.97333336;0.96;0.96;0.96
Chebyshev;weightedWithSquare;5;11;0.96;0.02;0.97333336;0.96;0.96;0.96
Chebyshev;weightedWithSquare;5;13;0.96;0.02;0.97333336;0.96;0.96;0.96
Chebyshev;weightedWithSquare;5;17;0.9533333;0.023333333;0.9688889;0.956229;0.9533333;0.9532164
Chebyshev;weightedWithSquare;5;19;0.96;0.02;0.97333336;0.9642857;0.96;0.95985544
Chebyshev;weightedWithSquare;5;23;0.9533333;0.023333333;0.9688889;0.956229;0.9533333;0.9532164
Chebyshev;weightedWithSquare;10;1;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
Chebyshev;weightedWithSquare;10;3;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
Chebyshev;weightedWithSquare;10;5;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
Chebyshev;weightedWithSquare;10;7;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
Chebyshev;weightedWithSquare;10;11;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
Chebyshev;weightedWithSquare;10;13;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
Chebyshev;weightedWithSquare;10;17;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
Chebyshev;weightedWithSquare;10;19;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
Chebyshev;weightedWithSquare;10;23;0.96666664;0.016666668;0.9777777;0.9667867;0.96666664;0.9666633
Mahalanobis;constant;2;1;0.48666668;0.25666666;0.6577778;0.68374693;0.48666668;0.42589495
Mahalanobis;constant;2;3;0.7266667;0.13666669;0.81777775;0.76081395;0.7266667;0.72020143
Mahalanobis;constant;2;5;0.5933333;0.20333333;0.7288889;0.6770681;0.5933333;0.5678072
Mahalanobis;constant;2;7;0.46666667;0.26666668;0.6444444;0.63837683;0.46666667;0.40225637
Mahalanobis;constant;2;11;0.33333334;0.33333334;0.5555556;0.11111112;0.33333334;0.16666667
Mahalanobis;constant;2;13;0.33333334;0.33333334;0.5555556;0.11111112;0.33333334;0.16666667
Mahalanobis;constant;2;17;0.33333334;0.33333334;0.5555556;0.11111112;0.33333334;0.16666667
Mahalanobis;constant;2;19;0.33333334;0.33333334;0.5555556;0.11111112;0.33333334;0.16666667
Mahalanobis;constant;2;23;0.33333334;0.33333334;0.5555556;0.11111112;0.33333334;0.16666667
Mahalanobis;constant;3;1;0.56;0.21999997;0.70666665;0.70424753;0.56;0.534327
Mahalanobis;constant;3;3;0.76666665;0.11666667;0.84444445;0.78833574;0.76666665;0.7622959
Mahalanobis;constant;3;5;0.5933333;0.20333333;0.72888887;0.6914719;0.5933333;0.57105416
Mahalanobis;constant;3;7;0.46666667;0.26666668;0.6444444;0.6439024;0.46666667;0.4081795
Mahalanobis;constant;3;11;0.36666667;0.31666666;0.5777778;0.7816092;0.36666667;0.23431706
Mahalanobis;constant;3;13;0.33333334;0.33333334;0.5555556;0.11111112;0.33333334;0.16666667
Mahalanobis;constant;3;17;0.33333334;0.33333334;0.5555556;0.11111112;0.33333334;0.16666667
Mahalanobis;constant;3;19;0.33333334;0.33333334;0.5555556;0.11111112;0.33333334;0.16666667
Mahalanobis;constant;3;23;0.33333334;0.33333334;0.5555556;0.11111112;0.33333334;0.16666667
Mahalanobis;constant;5;1;0.56666666;0.21666667;0.71111107;0.6772533;0.56666666;0.5404495
Mahalanobis;constant;5;3;0.81333333;0.093333334;0.8755555;0.8253561;0.81333333;0.8103737
Mahalanobis;constant;5;5;0.6666667;0.16666667;0.77777773;0.7258347;0.6666667;0.653928
Mahalanobis;constant;5;7;0.49333334;0.25333333;0.66222227;0.690122;0.49333334;0.44300872
Mahalanobis;constant;5;11;0.36666667;0.31666666;0.57777774;0.71574074;0.36666667;0.23337804
Mahalanobis;constant;5;13;0.35333332;0.32333332;0.5688889;0.31494254;0.35333332;0.20730382
Mahalanobis;constant;5;17;0.38666666;0.30666667;0.5911111;0.3267827;0.38666666;0.2629092
Mahalanobis;constant;5;19;0.42666668;0.28666666;0.61777776;0.3306667;0.42666668;0.32
Mahalanobis;constant;5;23;0.5933333;0.20333333;0.7288889;0.43;0.5933333;0.48444447
Mahalanobis;constant;10;1;0.73333335;0.13333334;0.8222222;0.7756871;0.73333335;0.7259455
Mahalanobis;constant;10;3;0.8066667;0.096666664;0.87111115;0.8151768;0.8066667;0.8030795
Mahalanobis;constant;10;5;0.7266667;0.13666667;0.81777775;0.7787462;0.7266667;0.72143507
Mahalanobis;constant;10;7;0.6533333;0.17333333;0.76888883;0.75213677;0.6533333;0.64472586
Mahalanobis;constant;10;11;0.6933333;0.15333334;0.7955556;0.75033975;0.6933333;0.6726067
Mahalanobis;constant;10;13;0.7733333;0.11333334;0.84888893;0.79141414;0.7733333;0.76719165
Mahalanobis;constant;10;17;0.67333335;0.16333333;0.7822222;0.76670015;0.67333335;0.6669173
Mahalanobis;constant;10;19;0.45333335;0.27333334;0.63555557;0.72820514;0.45333335;0.38518518
Mahalanobis;constant;10;23;0.49333334;0.25333333;0.6622222;0.65208024;0.49333334;0.41794476
Mahalanobis;proportional;2;1;0.70666665;0.14666666;0.80444443;0.75555557;0.70666665;0.69985753
Mahalanobis;proportional;2;3;0.81333333;0.093333334;0.8755555;0.82251585;0.81333333;0.8105128
Mahalanobis;proportional;2;5;0.72;0.14;0.81333333;0.75666285;0.72;0.71274966
Mahalanobis;proportional;2;7;0.70666665;0.14666666;0.80444443;0.7597538;0.70666665;0.6942052
Mahalanobis;proportional;2;11;0.6533333;0.17333333;0.76888883;0.7562467;0.6533333;0.6387427
Mahalanobis;proportional;2;13;0.6;0.2;0.73333335;0.7587302;0.6;0.5753102
Mahalanobis;proportional;2;17;0.55333334;0.22333333;0.7022222;0.7558958;0.55333334;0.5169861
Mahalanobis;proportional;2;19;0.53333336;0.23333333;0.6888889;0.7789241;0.53333336;0.49188843
Mahalanobis;proportional;2;23;0.48666668;0.25666666;0.6577778;0.76296294;0.48666668;0.4292103
Mahalanobis;proportional;3;1;0.81333333;0.09333334;0.8755555;0.82225657;0.81333333;0.8083966
Mahalanobis;proportional;3;3;0.8333333;0.083333336;0.88888896;0.83742577;0.8333333;0.8293053
Mahalanobis;proportional;3;5;0.8066667;0.096666664;0.87111115;0.81703705;0.8066667;0.8010118
Mahalanobis;proportional;3;7;0.75333333;0.123333335;0.83555555;0.7788345;0.75333333;0.7456961
Mahalanobis;proportional;3;11;0.68666667;0.15666667;0.7911111;0.7561155;0.68666667;0.6733046
Mahalanobis;proportional;3;13;0.67333335;0.16333333;0.7822222;0.75883394;0.67333335;0.65925926
Mahalanobis;proportional;3;17;0.6066667;0.19666667;0.7377778;0.738751;0.6066667;0.5782103
Mahalanobis;proportional;3;19;0.6066667;0.19666667;0.73777777;0.74220085;0.6066667;0.58109665
Mahalanobis;proportional;3;23;0.6333333;0.18333334;0.75555557;0.7611111;0.6333333;0.6174603
Mahalanobis;proportional;5;1;0.87333333;0.06333333;0.91555554;0.87380207;0.87333333;0.8718697
Mahalanobis;proportional;5;3;0.8933333;0.053333335;0.92888886;0.8944149;0.8933333;0.89270693
Mahalanobis;proportional;5;5;0.87333333;0.06333333;0.91555554;0.8733977;0.87333333;0.8724145
Mahalanobis;proportional;5;7;0.8333333;0.083333336;0.88888896;0.83982974;0.8333333;0.82983756
Mahalanobis;proportional;5;11;0.78;0.11;0.85333335;0.80767554;0.78;0.7744128
Mahalanobis;proportional;5;13;0.78;0.11;0.85333335;0.8080304;0.78;0.77504903
Mahalanobis;proportional;5;17;0.78;0.11;0.85333335;0.80815756;0.78;0.77559924
Mahalanobis;proportional;5;19;0.8066667;0.096666664;0.87111115;0.82322943;0.8066667;0.8037859
Mahalanobis;proportional;5;23;0.8333333;0.083333336;0.88888896;0.84039044;0.8333333;0.83091784
Mahalanobis;proportional;10;1;0.85333335;0.07333333;0.9022222;0.85791147;0.85333335;0.84995306
Mahalanobis;proportional;10;3;0.8666667;0.06666667;0.91111106;0.87315917;0.8666667;0.8656718
Mahalanobis;proportional;10;5;0.8666667;0.06666667;0.91111106;0.8698366;0.8666667;0.8644689
Mahalanobis;proportional;10;7;0.85333335;0.07333333;0.9022222;0.8576248;0.85333335;0.8496992
Mahalanobis;proportional;10;11;0.85333335;0.07333333;0.9022222;0.8553873;0.85333335;0.8495868
Mahalanobis;proportional;10;13;0.85333335;0.07333333;0.9022222;0.8585994;0.85333335;0.85023844
Mahalanobis;proportional;10;17;0.84;0.08;0.8933333;0.8468271;0.84;0.8354132
Mahalanobis;proportional;10;19;0.82666665;0.086666666;0.8844445;0.8354085;0.82666665;0.81959355
Mahalanobis;proportional;10;23;0.8333333;0.083333336;0.88888884;0.8417884;0.8333333;0.8273104
Mahalanobis;weightedWithDistance;2;1;0.70666665;0.14666666;0.80444443;0.75555557;0.70666665;0.69985753
Mahalanobis;weightedWithDistance;2;3;0.81333333;0.093333334;0.8755555;0.82251585;0.81333333;0.8105128
Mahalanobis;weightedWithDistance;2;5;0.72;0.14;0.81333333;0.75666285;0.72;0.71274966
