glass
distance;votingInput;folds;k;TP;FP;Accuracy;Precision;Recall;F
Euclidean;weightedWithSquare;10;5;0.83548385;0.070471965;0.9018731;0.8400115;0.83548385;0.8363936
Euclidean;weightedWithSquare;10;7;0.82903224;0.07125845;0.8985431;0.8362002;0.82903224;0.8299734
Euclidean;weightedWithSquare;10;11;0.83870965;0.06588825;0.90447456;0.8489318;0.83870965;0.83904725
Euclidean;weightedWithSquare;10;13;0.8451613;0.06281605;0.90967745;0.8558182;0.8451613;0.8450401
Euclidean;weightedWithSquare;10;17;0.8451613;0.06731605;0.90874094;0.85238814;0.8451613;0.84389216
Euclidean;weightedWithSquare;10;19;0.8451613;0.06731605;0.90874094;0.85238814;0.8451613;0.84389216
Euclidean;weightedWithSquare;10;23;0.84193546;0.07186405;0.90655565;0.8450195;0.84193546;0.8406413
Minkovsky[3];constant;2;1;0.5451613;0.11518509;0.73891777;0.79028714;0.5451613;0.5258582
Minkovsky[3];constant;2;3;0.7290323;0.086948924;0.84547347;0.7925525;0.7290323;0.73300713
Minkovsky[3];constant;2;5;0.63225806;0.096531875;0.78772116;0.8370961;0.63225806;0.63416606
Minkovsky[3];constant;2;7;0.4935484;0.12379839;0.7048907;0.85471654;0.4935484;0.47442445
Minkovsky[3];constant;2;11;0.30322582;0.16947581;0.578564;0.8344488;0.30322582;0.24928091
Minkovsky[3];constant;2;13;0.2516129;0.1796129;0.54505724;0.52364117;0.2516129;0.16966905
Minkovsky[3];constant;2;17;0.1967742;0.19277419;0.5079084;0.52145314;0.1967742;0.06935145
Minkovsky[3];constant;2;19;0.19354838;0.19354838;0.50572324;0.037460975;0.19354838;0.06277245
Minkovsky[3];constant;2;23;0.19354838;0.19354838;0.50572324;0.037460975;0.19354838;0.06277245
Minkovsky[3];constant;3;1;0.59354836;0.1043341;0.7645161;0.8197987;0.59354836;0.5985819
Minkovsky[3];constant;3;3;0.8096774;0.06458218;0.8886576;0.84451777;0.8096774;0.81548405
Minkovsky[3];constant;3;5;0.683871;0.081168585;0.8203954;0.84207803;0.683871;0.69452477
Minkovsky[3];constant;3;7;0.5354839;0.11601958;0.7276795;0.8117474;0.5354839;0.54439354
Minkovsky[3];constant;3;11;0.33548388;0.15948386;0.60083246;0.8501091;0.33548388;0.29558858
Minkovsky[3];constant;3;13;0.28709677;0.17109677;0.5680541;0.84777874;0.28709677;0.22838275
Minkovsky[3];constant;3;17;0.2032258;0.1912258;0.5122789;0.521698;0.2032258;0.08226091
Minkovsky[3];constant;3;19;0.1967742;0.19277419;0.5079084;0.52145314;0.1967742;0.06935145
Minkovsky[3];constant;3;23;0.1967742;0.19277419;0.5079084;0.52145314;0.1967742;0.06935145
Minkovsky[3];constant;5;1;0.7;0.08782143;0.82559836;0.8221035;0.7;0.7079064
Minkovsky[3];constant;5;3;0.783871;0.079882875;0.87252855;0.8089923;0.783871;0.7908352
Minkovsky[3];constant;5;5;0.6903226;0.09166782;0.8206035;0.80649185;0.6903226;0.6989087
Minkovsky[3];constant;5;7;0.57419354;0.10897927;0.75244534;0.8137478;0.57419354;0.578447
Minkovsky[3];constant;5;11;0.37096775;0.15096773;0.62434965;0.8519924;0.37096775;0.3416455
Minkovsky[3];constant;5;13;0.3;0.168;0.57679504;0.8483755;0.3;0.24731539
Minkovsky[3];constant;5;17;0.32258064;0.16258064;0.59313214;0.5268817;0.32258064;0.27411637
Minkovsky[3];constant;5;19;0.37096775;0.15096773;0.6259105;0.52941173;0.37096775;0.33337083
Minkovsky[3];constant;5;23;0.4903226;0.12457258;0.7058273;0.53218377;0.4903226;0.45023558
Minkovsky[3];constant;10;1;0.7483871;0.07624424;0.85567117;0.8281137;0.7483871;0.7573277
Minkovsky[3];constant;10;3;0.78064513;0.0882404;0.8706556;0.7926837;0.78064513;0.785076
Minkovsky[3];constant;10;5;0.7258065;0.082425505;0.84297603;0.81398726;0.7258065;0.73545265
Minkovsky[3];constant;10;7;0.65806454;0.095600225;0.8002081;0.8297876;0.65806454;0.6653828
Minkovsky[3];constant;10;11;0.61290324;0.10491513;0.7795005;0.82451206;0.61290324;0.57966566
Minkovsky[3];constant;10;13;0.66451615;0.11426613;0.8117586;0.83472824;0.66451615;0.59755766
Minkovsky[3];constant;10;17;0.56774193;0.35349196;0.6887617;0.69529104;0.56774193;0.45911038
Minkovsky[3];constant;10;19;0.5322581;0.42500806;0.6483871;0.702757;0.5322581;0.40900797
Minkovsky[3];constant;10;23;0.4903226;0.47332263;0.6154007;0.62428844;0.4903226;0.3308683
Minkovsky[3];proportional;2;1;0.7967742;0.07976229;0.8818938;0.81062937;0.7967742;0.797645
Minkovsky[3];proportional;2;3;0.8032258;0.078975804;0.8852237;0.81376517;0.8032258;0.804403
Minkovsky[3];proportional;2;5;0.7935484;0.07977458;0.88022894;0.8100952;0.7935484;0.79401356
Minkovsky[3];proportional;2;7;0.783871;0.07832335;0.87565035;0.81033784;0.783871;0.7845437
Minkovsky[3];proportional;2;11;0.7741935;0.07912212;0.869615;0.8106973;0.7741935;0.77487737
Minkovsky[3];proportional;2;13;0.7580645;0.08223119;0.8597294;0.8060324;0.7580645;0.7596013
Minkovsky[3];proportional;2;17;0.7483871;0.07925615;0.8555671;0.817349;0.7483871;0.7483773
Minkovsky[3];proportional;2;19;0.7322581;0.08312712;0.8472424;0.80708236;0.7322581;0.7292287
Minkovsky[3];proportional;2;23;0.7225807;0.083163984;0.8421436;0.81681025;0.7225807;0.71630555
Minkovsky[3];proportional;3;1;0.8451613;0.06285177;0.9078043;0.8541547;0.8451613;0.8462564
Minkovsky[3];proportional;3;3;0.8483871;0.0651252;0.9085328;0.8525661;0.8483871;0.8497091
Minkovsky[3];proportional;3;5;0.8451613;0.06361367;0.9078043;0.85267895;0.8451613;0.8463405
Minkovsky[3];proportional;3;7;0.8516129;0.05825576;0.9115505;0.8656883;0.8516129;0.85258865
Minkovsky[3];proportional;3;11;0.83548385;0.061364826;0.90270555;0.85815835;0.83548385;0.8366158
Minkovsky[3];proportional;3;13;0.82258064;0.062211603;0.89594173;0.85342544;0.82258064;0.82537407
Minkovsky[3];proportional;3;17;0.8064516;0.06608257;0.88709676;0.8447563;0.8064516;0.8095117
Minkovsky[3];proportional;3;19;0.7967742;0.068405144;0.88158166;0.83993423;0.7967742;0.8002185
Minkovsky[3];proportional;3;23;0.8064516;0.06604686;0.8865765;0.85222954;0.8064516;0.8083564
Minkovsky[3];proportional;5;1;0.83225805;0.07429378;0.89833504;0.8354282;0.83225805;0.8335536
Minkovsky[3];proportional;5;3;0.81935483;0.08120008;0.8907388;0.8223342;0.81935483;0.82067025
Minkovsky[3];proportional;5;5;0.82258064;0.07814017;0.8924038;0.8265739;0.82258064;0.8242749
Minkovsky[3];proportional;5;7;0.83225805;0.07353187;0.89833504;0.8361204;0.83225805;0.83362454
Minkovsky[3];proportional;5;11;0.81935483;0.07358103;0.8905307;0.8323887;0.81935483;0.82238483
Minkovsky[3];proportional;5;13;0.82903224;0.06897274;0.8955255;0.8440729;0.82903224;0.831596
Minkovsky[3];proportional;5;17;0.83548385;0.066662446;0.9003122;0.84903574;0.83548385;0.83739567
Minkovsky[3];proportional;5;19;0.83870965;0.06588825;0.9024974;0.85075545;0.83870965;0.8401385
Minkovsky[3];proportional;5;23;0.84193546;0.064352155;0.9050989;0.8541036;0.84193546;0.84317714
Minkovsky[3];proportional;10;1;0.82258064;0.07890208;0.8924038;0.8260501;0.82258064;0.8241478
Minkovsky[3];proportional;10;3;0.816129;0.08349808;0.8877211;0.8199719;0.816129;0.8177118
Minkovsky[3];proportional;10;5;0.82580644;0.078127876;0.89365244;0.8291223;0.82580644;0.82729495
Minkovsky[3];proportional;10;7;0.82258064;0.07737826;0.8924038;0.8272193;0.82258064;0.8243537
Minkovsky[3];proportional;10;11;0.83548385;0.071233876;0.9009365;0.8397573;0.83548385;0.8366077
Minkovsky[3];proportional;10;13;0.83870965;0.069697775;0.903538;0.8426255;0.83870965;0.8395665
Minkovsky[3];proportional;10;17;0.8483871;0.06585138;0.9109261;0.8505818;0.8483871;0.8482394
Minkovsky[3];proportional;10;19;0.8483871;0.06585138;0.9109261;0.8505818;0.8483871;0.8482394
Minkovsky[3];proportional;10;23;0.84193546;0.07117358;0.90707594;0.84181935;0.84193546;0.8413707
Minkovsky[3];weightedWithDistance;2;1;0.7967742;0.07976229;0.8818938;0.81062937;0.7967742;0.797645
Minkovsky[3];weightedWithDistance;2;3;0.8032258;0.078975804;0.8852237;0.81376517;0.8032258;0.804403
Minkovsky[3];weightedWithDistance;2;5;0.7935484;0.07977458;0.88022894;0.8100952;0.7935484;0.79401356
Minkovsky[3];weightedWithDistance;2;7;0.783871;0.07832335;0.87565035;0.81033784;0.783871;0.7845437
Minkovsky[3];weightedWithDistance;2;11;0.7741935;0.07912212;0.869615;0.8106973;0.7741935;0.77487737
Minkovsky[3];weightedWithDistance;2;13;0.7580645;0.08223119;0.8597294;0.8060324;0.7580645;0.7596013
Minkovsky[3];weightedWithDistance;2;17;0.7483871;0.07925615;0.8555671;0.817349;0.7483871;0.7483773
Minkovsky[3];weightedWithDistance;2;19;0.7322581;0.08312712;0.8472424;0.80708236;0.7322581;0.7292287
Minkovsky[3];weightedWithDistance;2;23;0.7225807;0.083163984;0.8421436;0.81681025;0.7225807;0.71630555
Minkovsky[3];weightedWithDistance;3;1;0.8451613;0.06285177;0.9078043;0.8541547;0.8451613;0.8462564
Minkovsky[3];weightedWithDistance;3;3;0.8483871;0.0651252;0.9085328;0.8525661;0.8483871;0.8497091
Minkovsky[3];weightedWithDistance;3;5;0.8451613;0.06361367;0.9078043;0.85267895;0.8451613;0.8463405
Minkovsky[3];weightedWithDistance;3;7;0.8516129;0.05825576;0.9115505;0.8656883;0.8516129;0.85258865
Minkovsky[3];weightedWithDistance;3;11;0.83548385;0.061364826;0.90270555;0.85815835;0.83548385;0.8366158
Minkovsky[3];weightedWithDistance;3;13;0.82258064;0.062211603;0.89594173;0.85342544;0.82258064;0.82537407
Minkovsky[3];weightedWithDistance;3;17;0.8064516;0.06608257;0.88709676;0.8447563;0.8064516;0.8095117
Minkovsky[3];weightedWithDistance;3;19;0.7967742;0.068405144;0.88158166;0.83993423;0.7967742;0.8002185
Minkovsky[3];weightedWithDistance;3;23;0.8064516;0.06604686;0.8865765;0.85222954;0.8064516;0.8083564
Minkovsky[3];weightedWithDistance;5;1;0.83225805;0.07429378;0.89833504;0.8354282;0.83225805;0.8335536
Minkovsky[3];weightedWithDistance;5;3;0.81935483;0.08120008;0.8907388;0.8223342;0.81935483;0.82067025
Minkovsky[3];weightedWithDistance;5;5;0.82258064;0.07814017;0.8924038;0.8265739;0.82258064;0.8242749
Minkovsky[3];weightedWithDistance;5;7;0.83225805;0.07353187;0.89833504;0.8361204;0.83225805;0.83362454
Minkovsky[3];weightedWithDistance;5;11;0.81935483;0.07358103;0.8905307;0.8323887;0.81935483;0.82238483
Minkovsky[3];weightedWithDistance;5;13;0.82903224;0.06897274;0.8955255;0.8440729;0.82903224;0.831596
Minkovsky[3];weightedWithDistance;5;17;0.83548385;0.066662446;0.9003122;0.84903574;0.83548385;0.83739567
Minkovsky[3];weightedWithDistance;5;19;0.83870965;0.06588825;0.9024974;0.85075545;0.83870965;0.8401385
Minkovsky[3];weightedWithDistance;5;23;0.84193546;0.064352155;0.9050989;0.8541036;0.84193546;0.84317714
Minkovsky[3];weightedWithDistance;10;1;0.82258064;0.07890208;0.8924038;0.8260501;0.82258064;0.8241478
Minkovsky[3];weightedWithDistance;10;3;0.816129;0.08349808;0.8877211;0.8199719;0.816129;0.8177118
Minkovsky[3];weightedWithDistance;10;5;0.82580644;0.078127876;0.89365244;0.8291223;0.82580644;0.82729495
Minkovsky[3];weightedWithDistance;10;7;0.82258064;0.07737826;0.8924038;0.8272193;0.82258064;0.8243537
Minkovsky[3];weightedWithDistance;10;11;0.83548385;0.071233876;0.9009365;0.8397573;0.83548385;0.8366077
Minkovsky[3];weightedWithDistance;10;13;0.83870965;0.069697775;0.903538;0.8426255;0.83870965;0.8395665
Minkovsky[3];weightedWithDistance;10;17;0.8483871;0.06585138;0.9109261;0.8505818;0.8483871;0.8482394
Minkovsky[3];weightedWithDistance;10;19;0.8483871;0.06585138;0.9109261;0.8505818;0.8483871;0.8482394
Minkovsky[3];weightedWithDistance;10;23;0.84193546;0.07117358;0.90707594;0.84181935;0.84193546;0.8413707
Minkovsky[3];weightedWithExp;2;1;0.7419355;0.08984024;0.85057235;0.7908828;0.7419355;0.73599166
Minkovsky[3];weightedWithExp;2;3;0.7516129;0.0936129;0.8555671;0.7781794;0.7516129;0.7536726
Minkovsky[3];weightedWithExp;2;5;0.7451613;0.08830415;0.8522372;0.796529;0.7451613;0.73863596
Minkovsky[3];weightedWithExp;2;7;0.7451613;0.08830415;0.8522372;0.796529;0.7451613;0.73863596
Minkovsky[3];weightedWithExp;2;11;0.7451613;0.08830415;0.8522372;0.796529;0.7451613;0.73863596
Minkovsky[3];weightedWithExp;2;13;0.7451613;0.08830415;0.8522372;0.796529;0.7451613;0.73863596
Minkovsky[3];weightedWithExp;2;17;0.7451613;0.08830415;0.8522372;0.796529;0.7451613;0.73863596
Minkovsky[3];weightedWithExp;2;19;0.7451613;0.08830415;0.8522372;0.796529;0.7451613;0.73863596
Minkovsky[3];weightedWithExp;2;23;0.7451613;0.08830415;0.8522372;0.796529;0.7451613;0.73863596
Minkovsky[3];weightedWithExp;3;1;0.7741935;0.0738245;0.87252855;0.82225144;0.7741935;0.77025795
Minkovsky[3];weightedWithExp;3;3;0.81935483;0.06828341;0.89531744;0.83770376;0.81935483;0.8212028
Minkovsky[3];weightedWithExp;3;5;0.78064513;0.07303801;0.87585855;0.823019;0.78064513;0.7784978
Minkovsky[3];weightedWithExp;3;7;0.7741935;0.0738245;0.87252855;0.82225144;0.7741935;0.77025795
Minkovsky[3];weightedWithExp;3;11;0.7741935;0.0738245;0.87252855;0.82225144;0.7741935;0.77025795
Minkovsky[3];weightedWithExp;3;13;0.7741935;0.0738245;0.87252855;0.82225144;0.7741935;0.77025795
Minkovsky[3];weightedWithExp;3;17;0.7741935;0.0738245;0.87252855;0.82225144;0.7741935;0.77025795
Minkovsky[3];weightedWithExp;3;19;0.7741935;0.0738245;0.87252855;0.82225144;0.7741935;0.77025795
Minkovsky[3];weightedWithExp;3;23;0.7741935;0.080574505;0.8706556;0.81493515;0.7741935;0.76799875
Minkovsky[3];weightedWithExp;5;1;0.7548387;0.0913149;0.8545265;0.7854154;0.7548387;0.75371623
Minkovsky[3];weightedWithExp;5;3;0.78064513;0.09343088;0.8659729;0.7924342;0.78064513;0.7822058
Minkovsky[3];weightedWithExp;5;5;0.7516129;0.0936129;0.8528616;0.779165;0.7516129;0.7517176
Minkovsky[3];weightedWithExp;5;7;0.7548387;0.0913149;0.8545265;0.7854154;0.7548387;0.75371623
Minkovsky[3];weightedWithExp;5;11;0.7548387;0.0913149;0.8545265;0.7854154;0.7548387;0.75371623
Minkovsky[3];weightedWithExp;5;13;0.7580645;0.09054071;0.8567118;0.78659785;0.7580645;0.7562552
Minkovsky[3];weightedWithExp;5;17;0.7580645;0.0927907;0.8557752;0.78448397;0.7580645;0.75552267
Minkovsky[3];weightedWithExp;5;19;0.7580645;0.0927907;0.8557752;0.78448397;0.7580645;0.75552267
Minkovsky[3];weightedWithExp;5;23;0.7580645;0.0927907;0.8557752;0.78448397;0.7580645;0.75552267
Minkovsky[3];weightedWithExp;10;1;0.8;0.07292857;0.883975;0.82584405;0.8;0.80059505
Minkovsky[3];weightedWithExp;10;3;0.8096774;0.07818933;0.88761705;0.81812274;0.8096774;0.8111775
Minkovsky[3];weightedWithExp;10;5;0.7967742;0.075226575;0.88231015;0.81915575;0.7967742;0.79807925
Minkovsky[3];weightedWithExp;10;7;0.8;0.07517856;0.8830384;0.82388717;0.8;0.79991347
Minkovsky[3];weightedWithExp;10;11;0.8;0.07517856;0.8830384;0.82388717;0.8;0.79991347
Minkovsky[3];weightedWithExp;10;13;0.8;0.07517856;0.8830384;0.82388717;0.8;0.79991347
Minkovsky[3];weightedWithExp;10;17;0.8;0.07517856;0.8830384;0.82388717;0.8;0.79991347
Minkovsky[3];weightedWithExp;10;19;0.8;0.07517856;0.8830384;0.82388717;0.8;0.79991347
Minkovsky[3];weightedWithExp;10;23;0.83225805;0.076579496;0.896462;0.83578116;0.83225805;0.8337865
Minkovsky[3];weightedWithSquare;2;1;0.8;0.084285714;0.88210195;0.8063871;0.8;0.80140793
Minkovsky[3];weightedWithSquare;2;3;0.7903226;0.09041782;0.8761707;0.79428715;0.7903226;0.79192716
Minkovsky[3];weightedWithSquare;2;5;0.8;0.084285714;0.88210195;0.8063871;0.8;0.80140793
Minkovsky[3];weightedWithSquare;2;7;0.8;0.084285714;0.88210195;0.8063871;0.8;0.80140793
Minkovsky[3];weightedWithSquare;2;11;0.8;0.084285714;0.88210195;0.8063871;0.8;0.80140793
Minkovsky[3];weightedWithSquare;2;13;0.8;0.084285714;0.88210195;0.8063871;0.8;0.80140793
Minkovsky[3];weightedWithSquare;2;17;0.7967742;0.08505991;0.8804371;0.8038521;0.7967742;0.79823035
Minkovsky[3];weightedWithSquare;2;19;0.7967742;0.08505991;0.8804371;0.8038521;0.7967742;0.79823035
Minkovsky[3];weightedWithSquare;2;23;0.8;0.08127381;0.88210195;0.8101845;0.8;0.8022157
Minkovsky[3];weightedWithSquare;3;1;0.8483871;0.0658871;0.9094693;0.8509932;0.8483871;0.84938836
Minkovsky[3];weightedWithSquare;3;3;0.8451613;0.0674232;0.90686786;0.8482808;0.8451613;0.84642553
Minkovsky[3];weightedWithSquare;3;5;0.8483871;0.0658871;0.9094693;0.8509932;0.8483871;0.84938836
Minkovsky[3];weightedWithSquare;3;7;0.8483871;0.0658871;0.9094693;0.8509932;0.8483871;0.84938836
Minkovsky[3];weightedWithSquare;3;11;0.8483871;0.0651252;0.9094693;0.85180753;0.8483871;0.84948605
Minkovsky[3];weightedWithSquare;3;13;0.8483871;0.0651252;0.9094693;0.85180753;0.8483871;0.84948605
Minkovsky[3];weightedWithSquare;3;17;0.8548387;0.062053;0.9127992;0.85904264;0.8548387;0.85588515
Minkovsky[3];weightedWithSquare;3;19;0.8548387;0.062053;0.9127992;0.85904264;0.8548387;0.85588515
Minkovsky[3];weightedWithSquare;3;23;0.85806453;0.060516898;0.91446406;0.86271185;0.85806453;0.8590606
Minkovsky[3];weightedWithSquare;5;1;0.83548385;0.0758053;0.8990635;0.8380832;0.83548385;0.8365448
Minkovsky[3];weightedWithSquare;5;3;0.83548385;0.0758053;0.8990635;0.8380832;0.83548385;0.8365448
Minkovsky[3];weightedWithSquare;5;5;0.83548385;0.0758053;0.8990635;0.8380832;0.83548385;0.8365448
Minkovsky[3];weightedWithSquare;5;7;0.83548385;0.0758053;0.8990635;0.8380832;0.83548385;0.8365448
Minkovsky[3];weightedWithSquare;5;11;0.83225805;0.076579496;0.89739853;0.8349893;0.83225805;0.833447
Minkovsky[3];weightedWithSquare;5;13;0.83225805;0.076579496;0.89739853;0.8349893;0.83225805;0.833447
Minkovsky[3];weightedWithSquare;5;17;0.83225805;0.076579496;0.89739853;0.8349893;0.83225805;0.833447
Minkovsky[3];weightedWithSquare;5;19;0.83548385;0.075043395;0.9;0.83746594;0.83548385;0.8363749
Minkovsky[3];weightedWithSquare;5;23;0.83548385;0.075043395;0.9;0.83746594;0.83548385;0.8363749
Minkovsky[3];weightedWithSquare;10;1;0.82903224;0.0788775;0.89531744;0.8318178;0.82903224;0.8300986
Minkovsky[3];weightedWithSquare;10;3;0.82903224;0.0788775;0.89531744;0.8318178;0.82903224;0.8300986
Minkovsky[3];weightedWithSquare;10;5;0.82903224;0.0788775;0.89531744;0.8318178;0.82903224;0.8300986
Minkovsky[3];weightedWithSquare;10;7;0.82903224;0.0788775;0.89531744;0.8318178;0.82903224;0.8300986
Minkovsky[3];weightedWithSquare;10;11;0.82903224;0.0788775;0.89531744;0.8318178;0.82903224;0.8300986
Minkovsky[3];weightedWithSquare;10;13;0.83225805;0.0773414;0.8979188;0.83420736;0.83225805;0.8330033
Minkovsky[3];weightedWithSquare;10;17;0.83548385;0.0758053;0.90052027;0.8366376;0.83548385;0.83590776
Minkovsky[3];weightedWithSquare;10;19;0.83548385;0.0758053;0.90052027;0.8366376;0.83548385;0.83590776
Minkovsky[3];weightedWithSquare;10;23;0.83548385;0.0758053;0.90052027;0.8366376;0.83548385;0.83590776
Minkovsky[5];constant;2;1;0.5612903;0.10906414;0.7498439;0.796931;0.5612903;0.538901
Minkovsky[5];constant;2;3;0.7258065;0.08398502;0.84360045;0.79797167;0.7258065;0.7366488
Minkovsky[5];constant;2;5;0.63225806;0.09431759;0.79021853;0.81352514;0.63225806;0.6364792
Minkovsky[5];constant;2;7;0.4935484;0.12456029;0.7048907;0.81399196;0.4935484;0.47892338
Minkovsky[5];constant;2;11;0.28709677;0.17109677;0.5690947;0.52519804;0.28709677;0.22489586
Minkovsky[5];constant;2;13;0.2451613;0.18116128;0.5406868;0.5233707;0.2451613;0.15888596
Minkovsky[5];constant;2;17;0.1967742;0.19277419;0.5079084;0.52145314;0.1967742;0.06935145
Minkovsky[5];constant;2;19;0.19354838;0.19354838;0.50572324;0.037460975;0.19354838;0.06277245
Minkovsky[5];constant;2;23;0.19354838;0.19354838;0.50572324;0.037460975;0.19354838;0.06277245
Minkovsky[5];constant;3;1;0.59354836;0.10357219;0.76555675;0.82840544;0.59354836;0.5913413
Minkovsky[5];constant;3;3;0.8032258;0.06388057;0.88720083;0.8422359;0.8032258;0.8099027
Minkovsky[5];constant;3;5;0.66451615;0.08581375;0.8088449;0.83623874;0.66451615;0.67481005
Minkovsky[5];constant;3;7;0.56774193;0.105265744;0.7489074;0.8369133;0.56774193;0.5767994
Minkovsky[5];constant;3;11;0.3516129;0.15561292;0.6117586;0.8509455;0.3516129;0.31588736
Minkovsky[5];constant;3;13;0.27096775;0.17496774;0.55712795;0.84705615;0.27096775;0.20355779
Minkovsky[5];constant;3;17;0.2;0.192;0.5100936;0.5215752;0.2;0.075847045
Minkovsky[5];constant;3;19;0.1967742;0.19277419;0.5079084;0.52145314;0.1967742;0.06935145
Minkovsky[5];constant;3;23;0.19354838;0.19354838;0.50572324;0.037460975;0.19354838;0.06277245
Minkovsky[5];constant;5;1;0.67741936;0.08797888;0.81311136;0.8291869;0.67741936;0.6916786
Minkovsky[5];constant;5;3;0.7580645;0.08531451;0.8599376;0.7947055;0.7580645;0.76788574
Minkovsky[5];constant;5;5;0.6870968;0.09019201;0.8203954;0.8065071;0.6870968;0.6946026
Minkovsky[5];constant;5;7;0.57419354;0.108217366;0.7523413;0.8279922;0.57419354;0.5810554
Minkovsky[5];constant;5;11;0.37419355;0.15095545;0.62705517;0.7711214;0.37419355;0.3479784
Minkovsky[5];constant;5;13;0.30967742;0.16567743;0.58387095;0.84883446;0.30967742;0.2590124
Minkovsky[5];constant;5;17;0.29677418;0.16877419;0.5756504;0.525644;0.29677418;0.23886783
Minkovsky[5];constant;5;19;0.3580645;0.15406452;0.6171696;0.5287084;0.3580645;0.31835464
Minkovsky[5];constant;5;23;0.48064515;0.12914516;0.6983351;0.52626336;0.48064515;0.4406285
Minkovsky[5];constant;10;1;0.7451613;0.07625653;0.85494274;0.8299142;0.7451613;0.7533392
Minkovsky[5];constant;10;3;0.8032258;0.07824962;0.88501555;0.8147498;0.8032258;0.80700666
Minkovsky[5];constant;10;5;0.7290323;0.08393702;0.8453694;0.8009876;0.7290323;0.7353928
Minkovsky[5];constant;10;7;0.63548386;0.101781495;0.7859521;0.81598645;0.63548386;0.64598274
Minkovsky[5];constant;10;11;0.6032258;0.104225814;0.77533823;0.8555925;0.6032258;0.5668051
Minkovsky[5];constant;10;13;0.65806454;0.12256451;0.8041623;0.8272849;0.65806454;0.58606863
Minkovsky[5];constant;10;17;0.57096773;0.35046774;0.6900104;0.6997798;0.57096773;0.4641908
Minkovsky[5];constant;10;19;0.52903223;0.43253222;0.64349633;0.7191521;0.52903223;0.40016097
Minkovsky[5];constant;10;23;0.5;0.46649995;0.6210198;0.71617144;0.5;0.3499476
Minkovsky[5];proportional;2;1;0.8096774;0.08272504;0.88709676;0.8131193;0.8096774;0.81079274
Minkovsky[5];proportional;2;3;0.8032258;0.08579724;0.88283044;0.80687267;0.8032258;0.80465484
Minkovsky[5];proportional;2;5;0.8096774;0.08272504;0.88709676;0.8131193;0.8096774;0.81079274
Minkovsky[5];proportional;2;7;0.816129;0.07965284;0.89042664;0.8204439;0.816129;0.81724703
Minkovsky[5];proportional;2;11;0.8064516;0.08197542;0.8854319;0.81269985;0.8064516;0.8077541
Minkovsky[5];proportional;2;13;0.7967742;0.08429801;0.8799168;0.8059842;0.7967742;0.7987452
Minkovsky[5];proportional;2;17;0.7967742;0.08204801;0.8804371;0.80773765;0.7967742;0.7990201
Minkovsky[5];proportional;2;19;0.7935484;0.082822196;0.8782518;0.8061619;0.7935484;0.79639095
Minkovsky[5];proportional;2;23;0.7935484;0.08206029;0.8782518;0.8076379;0.7935484;0.79626167
Minkovsky[5];proportional;3;1;0.8483871;0.066649005;0.9099896;0.8497274;0.8483871;0.84894437
Minkovsky[5];proportional;3;3;0.8483871;0.066649005;0.9099896;0.8497274;0.8483871;0.84894437
Minkovsky[5];proportional;3;5;0.8483871;0.066649005;0.9099896;0.8497274;0.8483871;0.84894437
Minkovsky[5];proportional;3;7;0.8483871;0.0658871;0.9099896;0.85039735;0.8483871;0.84906083
Minkovsky[5];proportional;3;11;0.8483871;0.0658871;0.9099896;0.85039735;0.8483871;0.84906083
Minkovsky[5];proportional;3;13;0.8451613;0.06666129;0.9083246;0.84762436;0.8451613;0.8459124
Minkovsky[5];proportional;3;17;0.8516129;0.06282719;0.9111342;0.8564405;0.8516129;0.85272276
Minkovsky[5];proportional;3;19;0.8483871;0.06360138;0.908949;0.85443777;0.8483871;0.849926
Minkovsky[5];proportional;3;23;0.8483871;0.06360138;0.908949;0.85443777;0.8483871;0.849926
Minkovsky[5];proportional;5;1;0.82580644;0.07965169;0.89406866;0.8284808;0.82580644;0.82681817
Minkovsky[5];proportional;5;3;0.81935483;0.082723886;0.8907388;0.82199615;0.81935483;0.82008773
Minkovsky[5];proportional;5;5;0.82580644;0.07965169;0.89406866;0.8284808;0.82580644;0.82681817
Minkovsky[5];proportional;5;7;0.82903224;0.07811559;0.89573354;0.8317305;0.82903224;0.83014476
Minkovsky[5];proportional;5;11;0.83548385;0.075043395;0.8990635;0.83826;0.83548385;0.836726
Minkovsky[5];proportional;5;13;0.83225805;0.07505568;0.89781475;0.8355101;0.83225805;0.8337144
Minkovsky[5];proportional;5;17;0.83548385;0.07351958;0.9004162;0.8380952;0.83548385;0.8366624
Minkovsky[5];proportional;5;19;0.83870965;0.07274539;0.9026015;0.8403816;0.83870965;0.8394884
Minkovsky[5];proportional;5;23;0.83870965;0.07274539;0.9026015;0.8403816;0.83870965;0.8394884
Minkovsky[5];proportional;10;1;0.82258064;0.07966398;0.89479715;0.8231067;0.82258064;0.82280636
Minkovsky[5];proportional;10;3;0.816129;0.08273617;0.8914672;0.81630397;0.816129;0.8160409
Minkovsky[5];proportional;10;5;0.82903224;0.07659178;0.8981269;0.82993835;0.82903224;0.82947123
Minkovsky[5];proportional;10;7;0.82903224;0.07659178;0.8981269;0.82993835;0.82903224;0.82947123
Minkovsky[5];proportional;10;11;0.82903224;0.07659178;0.8981269;0.82993835;0.82903224;0.82947123
Minkovsky[5];proportional;10;13;0.82903224;0.07659178;0.8981269;0.82993835;0.82903224;0.82947123
Minkovsky[5];proportional;10;17;0.82903224;0.07659178;0.8981269;0.82993835;0.82903224;0.82947123
